# Name            20cm_box   20cm_blended   20cm_dbl_ext   20cm_confused   MACHO_det   WISE_det   MCELS_det   Koz1_det   Koz3_det   SixDf_det  
  054840-673131   true       false          false          false           false       false      true        false      false      false      
  054843-735716   true       false          false          false           false       false      false       false      false      false      
  054844-725521   true       false          false          false           false       false      false       false      false      false      
  054845-655348   true       false          false          false           false       true       false       false      false      false      
  054845-665726   true       false          false          false           false       true       false       false      false      false      
  054845-640959   true       false          false          false           false       false      false       false      false      false      
  054846-643727   true       false          false          false           false       false      false       false      false      false      
  054846-672019   true       false          false          false           false       true       false       true       false      false      
  054846-661523   true       false          false          false           false       false      false       false      false      false      
  054849-723420   true       false          false          false           false       false      false       false      false      false      
  054849-723614   true       false          false          false           false       false      false       false      false      false      
  054850-625442   false      false          false          false           false       true       false       false      false      false      
  054850-655035   true       false          false          false           false       true       false       false      false      false      
  054851-631137   true       false          true           false           false       false      false       false      false      false      
  054855-703925   true       false          false          false           false       false      false       false      false      false      
  054857-695729   true       false          false          false           false       true       false       false      false      false      
  054858-735827   true       false          false          false           false       false      false       false      false      false      
  054859-663325   true       false          false          false           false       true       false       false      false      false      
  054901-654526   true       false          false          false           false       false      false       false      false      false      
  054901-672826   true       false          false          false           false       false      false       false      false      false      
  054901-712012   true       false          false          false           false       false      false       false      false      false      
  054901-652044   true       false          false          false           false       false      false       false      false      false      
  054902-675645   true       false          false          false           false       false      false       false      false      false      
  054903-723318   true       false          false          false           false       true       true        false      false      true       
  054904-721120   true       false          false          false           false       false      false       false      false      false      
  054905-740620   true       false          false          false           false       false      false       false      false      false      
  054905-683808   true       false          false          false           false       true       false       false      false      false      
  054907-632909   true       false          false          false           false       false      false       false      false      false      
  054908-735703   true       false          false          false           false       false      false       false      false      false      
  054912-665544   true       false          false          false           false       false      false       false      false      false      
  054912-642931   true       false          false          false           false       false      false       false      false      false      
  054912-730354   true       false          false          false           false       true       false       false      false      false      
  054915-714622   true       false          false          false           false       false      false       false      false      false      
  054915-630114   true       false          false          false           false       false      false       false      false      false      
  054916-741338   true       false          false          false           false       false      false       false      false      false      
  054916-725424   true       false          false          false           false       false      false       false      false      false      
  054917-684139   true       false          false          false           false       false      false       false      false      false      
  054918-630217   true       false          false          false           false       false      false       false      false      false      
  054918-675639   true       false          false          false           false       false      false       false      false      false      
  054919-643738   true       false          false          false           false       true       false       false      false      false      
  054919-644158   true       false          false          false           false       true       false       false      false      false      
  054920-713026   true       false          false          false           false       false      false       false      false      false      
  054924-723326   true       false          false          false           false       false      false       false      false      false      
  054926-660943   true       false          false          false           false       false      false       false      false      false      
  054927-714653   true       false          false          false           false       true       false       false      false      false      
  054928-730244   true       false          false          false           false       false      false       false      false      false      
  054929-703550   true       false          false          false           false       false      false       false      false      false      
  054930-722344   true       false          false          false           false       true       false       false      false      false      
  054932-714943   true       false          false          false           false       true       false       false      false      false      
  054934-635521   true       false          false          false           false       false      false       false      false      false      
  054936-670746   true       false          false          false           false       true       true        false      false      true       
  054936-720722   true       false          false          false           false       false      false       false      false      false      
  054937-692647   true       false          false          false           false       true       false       false      false      false      
  054937-660746   true       false          false          false           false       false      false       false      false      false      
  054937-685740   true       false          false          false           false       false      false       false      false      false      
  054940-693824   true       false          false          false           false       false      false       false      false      false      
  054940-723344   true       false          false          false           false       false      false       false      false      false      
  054940-671546   true       false          false          false           false       false      false       false      false      false      
  054940-731354   true       false          false          false           false       true       false       false      false      false      
  054942-673435   true       false          false          false           false       false      false       false      false      false      
  054942-690021   true       false          false          false           false       false      false       false      false      false      
  054943-643005   true       false          false          false           false       true       false       false      false      false      
  054943-672909   true       false          false          false           false       true       false       false      false      false      
  054945-650059   true       false          false          false           false       false      false       false      false      false      
  054945-723206   true       false          false          false           false       false      false       false      false      false      
  054946-721422   true       false          false          false           false       false      false       false      false      false      
  054946-633533   true       false          false          false           false       false      false       false      false      false      
  054949-643226   true       false          false          false           false       false      false       false      false      false      
  054949-651514   true       false          false          false           false       false      false       false      false      false      
  054950-675728   true       false          false          false           false       true       false       true       false      false      
  054951-721228   true       false          false          false           false       false      false       false      false      false      
  054951-653906   true       false          false          false           false       false      false       false      false      false      
  054952-642519   true       false          false          false           false       false      false       false      false      false      
  054952-661913   true       false          false          false           false       true       false       true       false      false      
  054952-721742   true       false          false          false           false       true       false       false      false      false      
  054954-662426   true       false          false          false           false       false      false       false      false      false      
  054955-651022   true       false          false          false           false       true       false       false      false      false      
  054958-723009   true       false          false          false           false       false      false       false      false      false      
  054958-713523   true       false          false          false           false       true       false       false      false      false      
  054959-695943   true       false          true           false           false       true       false       false      false      false      
  054959-671009   true       false          false          false           false       false      false       false      false      false      
  055002-634041   true       false          false          false           false       true       false       false      false      false      
  055003-712709   true       false          false          false           false       false      false       false      false      false      
  055004-635407   true       false          false          false           false       false      false       false      false      false      
  055003-661036   true       false          false          false           false       false      false       false      false      false      
  055004-721906   true       false          false          false           false       true       false       false      false      false      
  055008-635259   true       false          false          false           false       false      false       false      false      false      
  055009-720632   true       false          true           false           false       false      false       false      false      false      
  055010-712247   true       false          false          false           false       false      false       false      false      false      
  055010-671407   true       false          false          false           false       false      false       false      false      false      
  055011-692515   true       false          false          false           false       false      false       false      false      false      
  055011-680039   true       false          false          false           false       false      false       false      false      false      
  055012-641558   true       false          false          false           false       true       false       false      false      false      
  055014-734339   true       false          false          false           false       false      false       false      false      false      
  055014-690005   true       false          false          false           false       false      false       false      false      false      
  055015-673601   true       false          false          false           false       false      false       false      false      false      
  055016-660216   true       false          false          false           false       false      true        false      false      false      
  055017-744803   false      false          false          false           false       false      false       false      false      false      
  055017-670213   true       false          false          false           false       false      false       false      false      false      
  055017-711424   true       false          false          false           false       false      true        false      false      false      
  055019-694914   true       false          false          false           false       false      false       false      false      false      
  055021-631713   true       false          false          false           false       false      false       false      false      false      
  055029-630754   true       false          false          false           false       false      false       false      false      false      
  055029-712816   true       false          false          false           false       false      false       false      false      false      
  055032-682053   true       false          false          true            false       false      false       false      false      false      
  055032-624041   false      false          false          false           false       true       false       false      false      false      
  055032-710210   true       false          false          false           false       false      false       false      false      false      
  055033-741215   true       false          false          false           false       false      false       false      false      false      
  055033-632805   true       false          false          false           false       false      false       false      false      false      
  055034-735037   true       false          false          false           false       false      false       false      false      false      
  055035-643811   true       false          false          false           false       false      false       false      false      false      
  055037-652924   true       false          false          false           false       false      false       false      false      false      
  055037-665236   true       false          false          false           false       false      false       false      false      false      
  055038-635405   true       false          false          false           false       false      false       false      false      false      
  055040-645050   true       false          false          false           false       false      false       false      false      false      
  055041-630626   true       false          false          false           false       false      false       false      false      false      
  055042-640949   true       false          false          false           false       false      false       false      false      false      
  055047-643829   true       false          false          false           false       true       false       false      false      false      
  055048-703432   true       false          false          false           false       false      false       false      false      false      
  055050-730754   true       false          false          false           false       false      false       false      false      false      
  055052-651409   true       false          false          false           false       true       false       false      false      false      
  055054-644232   true       false          false          false           false       false      false       false      false      false      
  055054-663539   true       false          false          false           false       true       false       false      false      false      
  055055-650847   true       false          false          false           false       false      false       false      false      false      
  055101-725900   true       false          false          false           false       false      false       false      false      false      
  055102-660035   true       false          false          false           false       true       false       false      false      false      
  055103-635456   true       false          false          false           false       false      false       false      false      false      
  055103-641534   true       false          false          false           false       false      false       false      false      false      
  055104-710610   true       false          false          false           false       false      false       false      false      false      
  055104-640601   true       false          true           false           false       true       false       false      false      false      
  055106-721415   true       false          false          false           false       false      false       false      false      false      
  055107-723632   true       false          false          false           false       false      false       false      false      false      
  055117-680144   true       false          false          false           false       false      false       false      false      false      
  055118-654635   true       false          false          false           false       false      false       false      false      false      
  055120-694703   true       false          false          false           false       false      false       false      false      false      
  055120-663730   true       false          false          false           false       false      false       false      false      false      
  055121-690453   true       false          true           false           false       false      false       false      false      false      
  055121-690832   true       false          false          false           false       false      false       false      false      false      
  055123-741453   true       false          false          false           false       false      false       false      false      false      
  055124-624950   false      false          false          false           false       false      false       false      false      false      
  055126-625650   true       false          false          false           false       false      false       false      false      false      
  055126-634355   true       false          false          false           false       true       false       false      false      false      
  055127-732251   true       false          false          false           false       false      false       false      false      false      
  055128-662428   true       false          false          false           false       false      false       false      false      false      
  055128-675305   true       false          false          false           false       true       false       false      false      false      
  055129-643000   true       false          false          false           false       false      false       false      false      false      
  055130-725253   true       false          false          false           false       false      false       false      false      false      
  055130-691631   true       false          false          false           false       false      false       false      false      false      
  055130-651209   true       false          false          false           false       false      false       false      false      false      
  055131-651818   true       false          false          false           false       false      false       false      false      false      
  055131-641659   true       false          false          false           false       false      false       false      false      false      
  055132-671838   true       false          false          false           false       false      false       false      false      false      
  055137-714332   true       false          false          false           false       false      false       false      false      false      
  055137-663555   true       false          true           false           false       false      false       false      false      false      
  055138-625908   true       false          false          false           false       false      false       false      false      false      
  055139-694801   true       false          false          false           false       false      false       false      false      false      
  055139-654005   true       false          false          false           false       false      false       false      false      false      
  055140-684310   true       false          false          false           true        true       false       true       true       false      
  055141-643908   true       false          false          false           false       true       false       false      false      false      
  055141-651659   true       false          false          false           false       false      false       false      false      false      
  055142-695551   true       false          false          false           false       false      true        false      false      false      
  055147-665144   true       false          false          false           false       true       false       false      false      false      
  055148-735515   true       false          false          false           false       false      false       false      false      false      
  055148-715135   true       false          false          false           false       true       false       true       true       false      
  055149-704435   true       false          false          false           false       false      false       false      false      false      
  055150-651706   true       false          false          false           false       false      false       false      false      false      
  055150-664007   true       false          false          false           false       false      false       false      false      false      
  055151-675321   true       false          false          false           false       false      false       false      false      false      
  055151-634317   true       false          false          false           false       false      false       false      false      false      
  055154-674930   true       false          false          false           false       false      false       false      false      false      
  055156-645714   true       false          false          false           false       true       false       false      false      false      
  055157-674807   true       false          false          false           false       false      false       false      false      false      
  055158-654336   true       false          true           false           false       false      false       false      false      false      
  055158-693305   true       false          false          false           false       false      false       false      false      false      
  055158-652835   true       false          false          false           false       false      false       false      false      false      
  055159-625337   false      false          true           false           false       false      false       false      false      false      
  055159-724606   true       false          false          false           false       false      false       false      false      false      
  055159-624319   false      false          false          false           false       false      false       false      false      false      
  055200-703508   true       false          false          false           false       false      false       false      false      false      
  055202-740653   true       false          false          false           false       true       false       false      false      false      
  055203-735301   true       false          false          false           false       true       false       false      false      false      
  055205-733942   true       false          false          false           false       false      false       false      false      false      
  055205-681438   true       false          false          false           false       false      false       false      false      false      
  055207-703126   true       false          false          false           false       true       false       false      false      false      
  055208-675225   true       false          false          false           false       false      false       false      false      false      
  055208-692610   true       false          false          false           false       false      false       false      false      false      
  055209-651941   true       false          false          false           false       false      false       false      false      false      
  055212-670358   true       false          false          false           false       false      false       false      false      false      
  055212-711602   true       false          false          false           false       false      false       false      false      false      
  055213-711047   true       false          false          false           false       false      false       false      false      false      
  055214-732149   true       false          false          false           false       false      false       false      false      false      
  055214-722102   true       false          false          false           false       false      false       false      false      false      
  055215-635427   true       false          false          false           false       false      false       false      false      false      
  055215-665328   true       false          true           false           false       false      false       false      false      false      
  055217-654930   true       false          false          false           false       false      false       false      false      false      
  055217-654503   true       false          false          false           false       false      false       false      false      false      
  055218-685005   true       false          false          false           false       false      false       false      false      false      
  055218-642838   true       false          false          false           false       false      true        false      false      false      
  055218-703737   true       false          false          false           false       false      false       false      false      false      
  055219-680411   true       false          false          false           false       false      false       false      false      false      
  055219-651156   true       false          false          false           false       false      false       false      false      false      
  055220-643204   true       false          false          false           false       false      false       false      false      false      
  055220-650949   true       false          false          false           false       false      false       false      false      false      
  055221-670906   true       false          false          false           false       false      false       false      false      false      
  055224-640212   true       false          true           false           false       true       false       false      false      false      
  055224-702427   true       false          false          false           false       false      false       false      false      false      
  055226-705624   true       false          false          false           false       false      false       false      false      false      
  055226-695141   true       false          false          false           false       false      false       false      false      false      
  055226-732042   true       false          false          false           false       false      false       false      false      false      
  055226-662545   true       false          true           false           false       false      false       false      false      false      
  055227-694759   true       false          true           false           false       false      false       false      false      false      
  055228-702137   true       false          true           false           false       false      false       false      false      false      
  055228-663200   true       false          false          false           false       false      false       false      false      false      
  055229-724234   true       false          false          false           false       true       false       false      false      false      
  055233-625605   true       false          false          false           false       false      false       false      false      false      
  055233-640001   true       false          true           false           false       false      false       false      false      false      
  055234-664041   true       false          false          false           false       false      false       false      false      false      
  055234-735336   true       false          false          false           false       false      false       false      false      false      
  055234-631203   true       false          false          false           false       false      false       false      false      false      
  055237-704050   true       false          false          false           false       false      false       false      false      false      
  055238-682216   true       false          false          false           false       false      false       false      false      false      
  055239-645842   true       false          false          false           false       false      false       false      false      false      
  055242-685110   true       false          false          false           false       false      false       false      false      false      
  055242-711639   true       false          false          false           false       false      false       false      false      false      
  055243-694344   true       false          false          false           false       false      false       false      false      false      
  055243-725654   true       false          false          false           false       false      false       false      false      false      
  055244-655140   true       false          false          false           false       false      false       false      false      false      
  055245-732002   true       false          false          false           false       false      false       false      false      false      
  055245-682425   true       false          false          false           false       false      false       false      false      false      
  055251-721130   true       false          false          false           false       false      false       false      false      false      
  055253-645651   true       false          false          false           false       false      false       false      false      false      
  055254-683951   true       false          false          false           false       false      false       false      false      false      
  055255-682223   true       false          false          false           false       false      false       false      false      false      
  055256-674624   true       false          false          false           false       false      false       false      false      false      
  055258-703955   true       false          false          false           false       false      false       false      false      false      
  055259-695832   true       false          false          false           false       false      false       false      false      false      
  055259-741934   true       false          false          false           false       false      false       false      false      false      
  055300-693607   true       false          false          false           false       false      false       false      false      false      
  055301-650458   true       false          false          false           false       false      false       false      false      false      
  055304-671043   true       false          false          false           false       false      false       false      false      false      
  055306-685443   true       false          false          false           false       false      false       false      false      false      
  055307-724735   true       false          false          false           false       false      false       false      false      false      
  055308-640207   true       false          false          false           false       true       false       false      false      false      
  055310-733217   true       false          false          false           false       false      false       false      false      false      
  055311-644548   true       false          false          false           false       false      false       false      false      false      
  055312-670833   true       false          false          false           false       true       false       false      false      false      
  055312-672114   true       false          false          false           false       false      false       false      false      false      
  055313-730657   true       false          false          false           false       false      false       false      false      false      
  055315-652719   true       false          false          false           false       false      false       false      false      false      
  055315-684526   true       false          false          false           false       true       false       true       false      false      
  055316-681854   true       false          false          false           false       true       false       true       false      false      
  055320-652057   true       false          false          false           false       false      false       false      false      false      
  055321-664604   true       false          false          false           false       false      false       false      false      false      
  055321-700951   true       false          false          false           false       false      false       false      false      false      
  055322-693131   true       false          false          false           false       false      false       false      false      false      
  055323-695315   true       false          false          false           false       false      false       false      false      false      
  055325-702423   true       false          false          false           false       false      false       false      false      false      
  055327-661609   true       false          false          false           false       true       false       false      false      false      
  055327-703011   true       false          false          false           false       false      false       false      false      false      
  055328-704007   true       false          false          false           true        true       false       true       false      false      
  055328-630201   true       false          false          false           false       false      false       false      false      false      
  055329-635421   true       false          false          false           false       false      false       false      false      false      
  055330-743805   false      false          false          false           false       false      false       false      false      false      
  055331-711037   true       false          false          false           false       false      false       false      false      false      
  055331-733030   true       false          false          false           false       false      false       false      false      false      
  055332-631934   true       false          false          false           false       false      false       false      false      false      
  055332-714549   true       false          false          false           false       false      false       false      false      false      
  055332-734428   true       false          false          false           false       false      false       false      false      false      
  055332-730507   true       false          false          false           false       false      false       false      false      false      
  055333-635311   true       false          false          false           false       false      false       false      false      false      
  055334-725548   true       false          false          false           false       false      false       false      false      false      
  055334-733147   true       false          false          false           false       false      false       false      false      false      
  055336-642301   true       false          false          false           false       false      false       false      false      false      
  055336-701835   true       false          false          false           false       false      false       false      false      false      
  055338-630051   true       false          false          false           false       true       false       false      false      false      
  055339-635104   true       false          false          false           false       false      false       false      false      false      
  055339-645847   true       false          false          false           false       false      false       false      false      false      
  055340-684634   true       false          false          false           false       false      false       false      false      false      
  055341-674811   true       false          false          false           false       true       false       false      false      false      
  055342-665243   true       false          false          false           false       true       false       false      false      false      
  055343-623931   false      false          false          false           false       false      false       false      false      false      
  055343-713653   true       false          false          false           false       false      false       false      false      false      
  055345-661927   true       false          false          false           false       false      false       false      false      false      
  055345-694950   true       false          false          false           false       false      false       false      false      false      
  055346-633835   true       false          false          false           false       false      false       false      false      false      
  055348-660121   true       true           false          false           false       false      false       false      false      false      
  055349-660226   true       true           false          false           false       false      false       false      false      false      
  055349-710332   true       false          false          false           false       true       false       true       false      false      
  055351-731311   true       false          false          false           false       true       false       false      false      false      
  055355-731145   true       false          false          false           false       true       false       false      false      false      
  055356-731828   true       false          false          false           false       false      false       false      false      false      
  055356-674940   true       false          false          false           false       false      false       false      false      false      
  055358-670211   true       false          false          false           false       false      false       false      false      false      
  055359-665846   true       false          false          false           false       false      false       false      false      false      
  055359-725318   true       false          false          false           false       false      false       false      false      false      
  055400-710452   true       false          false          false           false       false      false       false      false      false      
  055400-661606   true       false          false          false           false       false      false       false      false      false      
  055401-721800   true       false          false          false           false       false      false       false      false      false      
  055402-642956   true       false          false          false           false       false      false       false      false      false      
  055405-640455   true       false          false          false           false       false      false       false      false      false      
  055405-741700   true       false          false          false           false       false      false       false      false      false      
  055406-655432   true       false          false          false           false       false      false       false      false      false      
  055408-653456   true       false          false          false           false       true       false       false      false      false      
  055411-711212   true       false          false          false           false       false      false       false      false      false      
  055412-691517   true       false          false          false           false       false      false       false      false      false      
  055414-720627   true       false          false          false           false       false      false       false      false      false      
  055415-661259   true       false          false          false           false       false      false       false      false      false      
  055417-673450   true       false          false          false           false       false      false       false      false      false      
  055417-625345   false      false          false          false           false       false      false       false      false      false      
  055418-680600   true       false          false          false           false       true       false       false      false      false      
  055419-632517   true       false          false          false           false       false      false       false      false      false      
  055420-683129   true       false          false          false           false       false      false       false      false      false      
  055420-740520   true       false          false          false           false       false      false       false      false      false      
