# col1   Name            RA            DEC            Peak        Peak_err        Flux        Flux_err        rms  
  2041   055840-684516   05:58:38.18   -68:45:21.16   5.0         ...             5.5         0.6             0.74     
  2042   055842-660844   05:58:43.63   -66:08:50.96   10.0        ...             11.0        1               0.76     
  2043   055842-660229   05:58:44.32   -66:02:47.62   5.0         ...             5.9         0.6             0.96     
  2044   055843-700913   05:58:41.87   -70:09:07.88   6.0         ...             6.8         0.7             0.82     
  2045   055849-701147   05:58:50.04   -70:11:45.17   7.0         1               7.1         0.1             0.73     
  2046   055851-705056   05:58:51.04   -70:50:55.94   29.0        3               32.5        0.5             0.72     
  2047   055855-665932   05:58:55.35   -66:59:29.01   6.3         0.8             6.27        0.08            0.73     
  2048   055858-723110   05:58:55.39   -72:31:08.20   7.1         0.9             24.7        0.4             1.01     
  2049   055859-721509   05:58:59.12   -72:15:07.93   13.0        1               13.1        0.1             0.7      
  2050   055902-654524   05:59:02.20   -65:45:23.56   9.0         ...             9.0         0.9             1.0      
  2051   055911-714049   05:59:10.81   -71:40:47.73   26.0        ...             26.0        3               0.88     
  2052   055912-675616   05:59:12.74   -67:56:15.39   21.0        ...             21.0        2               0.8      
  2053   055916-670425   05:59:15.96   -67:04:26.61   20.0        2               19.5        0.2             0.99     
  2054   055918-702724   05:59:18.76   -70:27:24.26   19.0        ...             20.0        2               1.06     
  2055   055919-675913   05:59:19.34   -67:59:12.84   38.0        2               37.8        0.2             0.8      
  2056   055920-712526   05:59:20.02   -71:25:32.03   12.0        2               12.3        0.2             0.96     
  2057   055923-711541   05:59:22.15   -71:15:43.78   7.0         ...             7.7         0.8             0.83     
  2058   055926-691931   05:59:26.46   -69:19:31.94   4.0         ...             4.3         0.4             0.6      
  2059   055925-701320   05:59:24.88   -70:13:06.07   6.0         ...             6.2         0.6             0.73     
  2060   055926-711314   05:59:26.42   -71:13:14.99   53.0        ...             75.6        0.6             0.96     
  2061   055929-704952   05:59:29.85   -70:49:49.63   28.0        3               32.9        0.5             0.72     
  2062   055932-694412   05:59:32.37   -69:44:10.62   25.0        2               25.2        0.2             0.69     
  2063   055939-685740   05:59:38.60   -68:57:38.02   4.0         ...             4.4         0.4             0.62     
  2064   055941-700333   05:59:43.13   -70:03:45.70   6.0         ...             7.0         0.7             0.82     
  2065   055941-691925   05:59:43.19   -69:19:17.86   28.0        ...             28.0        3               0.6      
  2066   055943-680031   05:59:44.24   -68:00:27.35   4.0         ...             4.2         0.4             0.88     
  2067   055946-720858   05:59:45.85   -72:08:52.37   34.0        ...             34.0        3               0.92     
  2068   055948-691150   05:59:46.60   -69:11:40.16   4.0         ...             4.0         ...             0.74     
  2069   055951-705015   05:59:52.87   -70:50:05.66   6.0         ...             6.3         0.6             0.72     
  2070   055952-670228   05:59:53.66   -67:02:44.56   4.0         ...             4.0         ...             0.78     
  2071   055954-714519   05:59:55.39   -71:45:03.71   5.0         ...             5.3         0.5             0.94     
  2072   055954-705322   05:59:53.41   -70:53:21.89   18.0        ...             18.0        2               0.72     
  2073   055956-720824   05:59:57.64   -72:08:13.30   9.0         ...             9.0         0.9             0.92     
  2074   055957-712036   05:59:57.37   -71:20:35.71   211.0       ...             279.8       0.7             0.96     
  2075   055957-680022   05:59:54.74   -68:00:17.99   3.0         ...             3.6         0.4             0.9      
  2076   055958-685311   05:59:58.99   -68:53:17.90   10.0        ...             10.0        1               0.72     
  2077   060001-684140   06:00:00.82   -68:41:38.76   20.0        1               19.7        0.1             0.72     
  2078   060002-714206   06:00:02.50   -71:42:05.69   304.0       ...             329.4       0.7             0.94     
  2079   060005-703834   06:00:05.01   -70:38:31.50   680.0       ...             1001.7      0.9             1.06     
  2080   060010-674526   06:00:07.04   -67:45:27.85   6.0         ...             6.5         0.6             0.76     
  2081   060014-694703   06:00:13.85   -69:47:01.44   14.0        ...             14.0        1               0.69     
  2082   060014-670902   06:00:14.30   -67:08:59.25   6.0         ...             6.4         0.6             0.85     
  2083   060016-671321   06:00:16.59   -67:13:29.81   5.0         ...             5.2         0.5             0.85     
  2084   060035-701218   06:00:34.87   -70:12:17.52   138.0       ...             147.9       0.4             0.73     
  2085   060038-674746   06:00:37.94   -67:47:45.05   40.0        ...             46.6        0.4             0.76     
  2086   060041-674145   06:00:43.50   -67:41:52.63   6.0         ...             6.1         0.6             0.76     
  2087   060044-682603   06:00:44.00   -68:26:02.56   55.0        ...             63.6        0.4             0.76     
  2088   060048-691854   06:00:48.52   -69:18:54.66   20.0        ...             20.0        2               0.9      
  2089   060057-665525   06:00:58.10   -66:55:31.10   20.0        2               19.9        0.2             0.84     
  2090   060109-684428   06:01:09.01   -68:44:30.28   10.0        1               10.1        0.1             0.72     
  2091   060110-704447   06:01:08.75   -70:45:01.63   5.0         ...             5.1         0.5             1.01     
  2092   060111-703608   06:01:10.83   -70:36:07.92   231.0       ...             311.7       0.7             1.06     
  2093   060121-722027   06:01:21.46   -72:20:26.38   102.0       1               120.4       0.2             0.97     
  2094   060124-674502   06:01:23.70   -67:45:03.28   16.0        ...             16.0        2               0.76     
  2095   060125-724427   06:01:22.59   -72:44:26.21   8.0         ...             8.6         0.9             1.2      
  2096   060126-683144   06:01:26.26   -68:31:37.06   19.0        ...             19.0        2               0.81     
  2097   060132-721743   06:01:30.37   -72:17:37.59   10.0        ...             11.0        1               1.03     
  2098   060135-695545   06:01:35.06   -69:55:43.79   228.0       ...             314.6       0.6             0.9      
  2099   060136-672937   06:01:36.96   -67:29:55.43   5.0         ...             5.7         0.6             0.88     
  2100   060141-723832   06:01:41.09   -72:38:32.74   106.0       ...             128.2       0.5             0.96     
  2101   060142-721222   06:01:45.37   -72:12:23.30   7.0         ...             7.8         0.8             1.03     
  2102   060147-694845   06:01:45.67   -69:48:33.51   14.0        2               14.1        0.2             0.77     
  2103   060152-703215   06:01:52.76   -70:32:16.25   28.0        ...             29.0        3               1.06     
  2104   060159-700440   06:01:58.77   -70:04:40.54   15.0        ...             15.0        2               0.9      
  2105   060201-721015   06:02:01.00   -72:10:12.95   16.0        2               15.7        0.2             1.03     
  2106   060210-722537   06:02:09.77   -72:25:37.31   30.0        2               29.7        0.2             0.96     
  2107   060213-710958   06:02:12.10   -71:09:55.42   8.0         ...             8.2         0.8             0.9      
  2108   060214-683709   06:02:11.27   -68:37:09.87   14.0        ...             14.0        1               1.03     
  2109   060215-711508   06:02:14.51   -71:15:08.36   16.0        ...             16.0        2               0.9      
  2110   060219-705524   06:02:19.65   -70:55:39.90   6.0         ...             6.4         0.6             0.9      
  2111   060222-684428   06:02:22.85   -68:44:27.36   74.0        ...             89.8        0.6             1.03     
  2112   060227-682022   06:02:24.10   -68:20:15.96   5.0         ...             5.0         ...             0.86     
  2113   060233-705755   06:02:30.78   -70:58:02.16   8.0         ...             8.3         0.8             0.9      
  2114   060234-683042   06:02:33.92   -68:30:41.80   48.0        3               54.2        0.5             0.81     
