# col1   Name            RA            DEC            Peak        Peak_err        Flux        Flux_err        rms  
  996    051607-680448   05:16:07.52   -68:04:48.47   11.0        1               11.0        0.1             0.61     
  997    051607-693414   05:16:07.79   -69:34:14.57   4.0         ...             4.7         0.5             0.72     
  998    051607-694513   05:16:07.45   -69:45:10.25   10.0        1               10.4        0.1             0.58     
  999    051608-651052   05:16:07.86   -65:10:49.71   25.0        ...             25.0        3               0.78     
  1000   051608-660231   05:16:08.07   -66:02:33.12   15.0        ...             15.0        2               0.74     
  1001   051609-674437   05:16:08.99   -67:44:32.28   18.0        1               17.8        0.1             0.76     
  1002   051609-661800   05:16:09.36   -66:18:01.83   20.0        ...             20.0        2               0.6      
  1003   051609-651509   05:16:09.13   -65:14:58.07   5.0         ...             5.5         0.6             0.78     
  1004   051610-652222   05:16:10.50   -65:22:19.76   11.0        1               10.6        0.1             0.78     
  1005   051617-701651   05:16:17.34   -70:16:51.82   23.0        1               32.3        0.2             0.6      
  1006   051632-671755   05:16:30.53   -67:18:16.99   5.0         ...             5.8         0.6             1.5      
  1007   051635-663130   05:16:35.83   -66:31:35.13   11.0        ...             11.0        1               0.93     
  1008   051635-701113   05:16:32.37   -70:11:03.44   8.0         1               8.2         0.1             0.62     
  1009   051637-723707   05:16:37.72   -72:37:07.21   285.0       ...             326.3       0.6             1.06     
  1010   051641-714905   05:16:41.43   -71:49:04.60   408.0       ...             498.7       0.6             1.04     
  1011   051645-695315   05:16:44.84   -69:53:12.18   10.0        1               10.3        0.1             0.58     
  1012   051646-703120   05:16:45.62   -70:31:23.43   9.0         1               9.0         0.1             0.64     
  1013   051648-651516   05:16:47.27   -65:15:02.37   12.0        ...             12.0        1               0.78     
  1014   051651-664933   05:16:51.14   -66:49:20.37   7.0         ...             7.5         0.8             0.96     
  1015   051652-671951   05:16:51.84   -67:19:47.95   31.0        4               56.0        1               1.53     
  1016   051657-662301   05:16:57.29   -66:23:03.59   9.0         1               8.8         0.1             0.6      
  1017   051658-712033   05:16:56.39   -71:20:43.79   4.0         ...             4.5         0.4             0.65     
  1018   051658-675526   05:17:00.57   -67:55:19.31   5.0         ...             5.4         0.5             0.61     
  1019   051700-692043   05:17:01.85   -69:20:49.72   6.0         ...             6.8         0.7             0.85     
  1020   051704-693339   05:17:05.17   -69:33:49.97   7.0         ...             7.7         0.8             0.72     
  1021   051705-650558   05:17:05.27   -65:05:48.26   10.0        ...             10.0        1               0.9      
  1022   051711-715249   05:17:08.86   -71:52:40.18   5.0         ...             5.7         0.6             0.85     
  1023   051712-690028   05:17:11.70   -69:00:20.38   10.2        0.7             27.5        0.3             0.72     
  1024   051713-705056   05:17:14.60   -70:50:48.04   8.0         ...             8.4         0.8             0.76     
  1025   051714-685316   05:17:14.76   -68:53:16.09   7.0         ...             7.4         0.7             0.52     
  1026   051715-702357   05:17:15.62   -70:23:55.48   103.0       1               127.6       0.2             0.6      
  1027   051717-672355   05:17:17.37   -67:23:53.01   30.0        3               29.6        0.3             1.53     
  1028   051722-650440   05:17:22.12   -65:04:38.18   12.0        ...             13.0        1               0.9      
  1029   051723-671022   05:17:23.55   -67:10:22.28   6.0         ...             6.0         ...             0.94     
  1030   051724-650153   05:17:24.21   -65:01:52.81   22.0        ...             23.0        2               0.9      
  1031   051725-703016   05:17:26.43   -70:30:14.71   21.0        ...             21.0        2               0.67     
  1032   051725-723241   05:17:27.13   -72:32:32.95   6.0         ...             6.7         0.7             0.96     
  1033   051725-721343   05:17:24.17   -72:13:37.22   4.0         ...             4.6         0.5             0.7      
  1034   051728-725225   05:17:28.14   -72:52:26.25   46.0        3               45.6        0.3             1.22     
  1035   051728-694243   05:17:26.58   -69:42:51.60   7.0         ...             7.6         0.8             0.99     
  1036   051728-664312   05:17:29.90   -66:43:09.81   6.0         ...             6.4         0.6             0.83     
  1037   051732-663705   05:17:31.76   -66:37:06.18   15.0        ...             15.0        2               0.93     
  1038   051733-690437   05:17:33.40   -69:04:36.08   26.0        ...             27.0        3               1.28     
  1039   051740-671246   05:17:41.15   -67:12:42.81   68.0        ...             69.0        7               1.53     
  1040   051741-685546   05:17:39.71   -68:55:52.66   10.0        ...             11.0        1               1.28     
  1041   051744-712947   05:17:44.86   -71:29:46.18   4.0         ...             4.8         0.5             0.6      
  1042   051745-670437   05:17:44.98   -67:04:24.26   4.0         ...             4.7         0.5             0.76     
  1043   051746-671636   05:17:45.89   -67:16:39.44   13.0        ...             14.0        1               1.04     
  1044   051757-705941   05:17:55.87   -70:59:50.16   8.0         ...             8.1         0.8             0.66     
  1045   051801-672828   05:18:01.36   -67:28:22.99   32.0        3               32.9        0.5             0.74     
  1046   051801-683454   05:17:59.26   -68:34:53.94   3.0         ...             3.2         0.3             0.58     
  1047   051802-675541   05:18:02.16   -67:55:37.28   197.0       ...             329.3       0.7             0.75     
  1048   051806-661640   05:18:06.23   -66:16:38.90   165.4       0.8             182.1       0.1             0.65     
  1049   051808-683303   05:18:07.63   -68:33:01.37   5.0         ...             5.5         0.5             0.61     
  1050   051812-713807   05:18:13.13   -71:38:06.29   60.0        ...             79.3        0.4             0.61     
  1051   051818-655609   05:18:18.90   -65:56:07.15   29.0        2               29.3        0.2             0.93     
  1052   051819-661718   05:18:19.46   -66:17:18.52   52.9        0.8             67.7        0.1             0.63     
  1053   051821-674725   05:18:21.29   -67:47:25.51   5.0         ...             5.2         0.5             0.75     
  1054   051822-712753   05:18:22.54   -71:27:52.87   44.0        2               44.5        0.3             0.61     
  1055   051826-695906   05:18:28.13   -69:58:55.28   5.0         ...             5.9         0.6             0.56     
  1056   051827-662905   05:18:27.31   -66:29:05.10   12.0        ...             12.0        1               0.59     
  1057   051829-653127   05:18:29.70   -65:31:25.91   32.0        2               41.3        0.6             0.71     
  1058   051831-715834   05:18:31.54   -71:58:44.15   4.0         ...             5.0         0.5             0.67     
  1059   051832-693521   05:18:32.36   -69:35:20.30   532.0       ...             614.6       0.8             1.28     
  1060   051833-704714   05:18:32.41   -70:47:10.32   11.0        ...             11.0        1               0.76     
  1061   051840-653614   05:18:40.46   -65:36:13.84   205.0       ...             232.1       0.4             0.71     
  1062   051841-650753   05:18:41.50   -65:07:52.31   28.0        ...             29.0        3               0.7      
  1063   051842-680319   05:18:41.39   -68:03:17.00   81.0        ...             100.5       0.6             1.03     
  1064   051843-663028   05:18:42.48   -66:30:23.38   12.0        ...             13.0        1               0.59     
  1065   051843-655948   05:18:44.56   -65:59:44.33   72.0        ...             168.0       0.9             0.93     
  1066   051845-663400   05:18:45.26   -66:34:00.88   5.0         1               5.0         0.1             0.6      
  1067   051847-715446   05:18:47.29   -71:54:45.10   7.8         0.9             7.79        0.09            0.85     
  1068   051849-701005   05:18:50.36   -70:09:56.05   5.0         ...             5.9         0.6             0.56     
  1069   051853-670857   05:18:53.41   -67:08:55.26   17.0        ...             18.0        2               0.76     
  1070   051855-652440   05:18:55.24   -65:24:40.38   4.0         ...             4.0         ...             0.75     
  1071   051900-680156   05:18:59.46   -68:01:51.66   15.0        ...             16.0        2               1.03     
  1072   051901-715030   05:19:01.33   -71:50:31.10   27.0        ...             28.0        3               0.85     
  1073   051902-713428   05:19:03.24   -71:34:26.23   9.0         ...             9.2         0.9             0.61     
  1074   051904-700545   05:19:02.57   -70:05:26.72   3.0         ...             3.1         0.3             0.56     
  1075   051904-704410   05:19:04.79   -70:44:11.52   17.0        ...             17.0        2               0.76     
  1076   051906-682135   05:19:06.92   -68:21:32.78   11.0        1               10.8        0.1             0.56     
  1077   051906-714746   05:19:10.54   -71:47:51.31   117.0       3               238.0       1               0.85     
  1078   051907-724611   05:19:05.51   -72:46:04.24   12.0        ...             12.0        1               1.22     
  1079   051910-652457   05:19:09.64   -65:24:41.08   14.0        ...             14.0        ...             0.77     
  1080   051911-655111   05:19:10.28   -65:51:08.47   5.0         ...             5.6         0.6             0.71     
  1081   051915-653019   05:19:14.42   -65:30:13.90   5.1         0.7             5.1         0.07            0.71     
  1082   051916-701416   05:19:16.09   -70:14:13.60   25.0        ...             25.0        3               0.58     
  1083   051918-694720   05:19:18.33   -69:47:20.33   12.0        2               12.0        0.2             0.99     
  1084   051919-663924   05:19:19.11   -66:39:31.31   5.0         ...             5.2         0.5             0.59     
  1085   051919-714802   05:19:10.54   -71:47:51.31   117.0       3               238.0       1               0.85     
  1086   051925-685616   05:19:25.38   -68:56:28.36   5.0         ...             5.7         0.6             0.64     
  1087   051926-674703   05:19:25.96   -67:47:04.18   56.0        3               64.2        0.5             0.75     
  1088   051928-652703   05:19:27.75   -65:27:02.20   89.0        ...             119.1       0.4             0.71     
  1089   051934-670852   05:19:33.45   -67:08:52.47   25.0        2               24.9        0.2             0.76     
  1090   051939-674934   05:19:38.64   -67:49:28.97   19.0        2               19.0        0.2             0.75     
  1091   051953-655324   05:19:53.76   -65:53:22.67   14.0        ...             14.0        1               0.69     
  1092   052000-694647   05:20:04.05   -69:47:25.16   59.0        ...             74.1        0.5             0.99     
  1093   052000-711501   05:20:00.57   -71:15:00.59   20.0        ...             21.0        2               0.57     
  1094   052005-694726   05:20:04.05   -69:47:25.16   59.0        ...             74.1        0.5             0.97     
  1095   052006-680223   05:20:06.41   -68:02:21.23   155.0       6               177.0       1               1.03     
  1096   052009-665021   05:20:09.58   -66:50:24.09   15.0        1               14.6        0.1             0.66     
  1097   052014-692429   05:20:14.51   -69:24:29.53   7.0         ...             7.0         ...             0.93     
  1098   052017-703547   05:20:17.42   -70:35:45.46   20.0        2               19.5        0.2             0.75     
  1099   052018-654309   05:20:19.26   -65:43:05.75   6.0         ...             6.7         0.7             0.68     
  1100   052019-681240   05:20:23.85   -68:12:22.47   31.2        0.8             87.3        0.3             0.58     
  1101   052020-663457   05:20:20.90   -66:34:50.57   9.0         1               9.3         0.1             0.6      
  1102   052020-695538   05:20:20.83   -69:55:35.95   22.0        2               21.5        0.2             0.89     
  1103   052022-724444   05:20:21.87   -72:44:43.62   77.0        ...             100.2       0.5             0.95     
  1104   052023-652547   05:20:23.42   -65:25:48.72   8.0         1               7.8         0.1             0.94     
  1105   052025-704255   05:20:26.98   -70:42:50.92   17.0        ...             17.0        2               0.87     
  1106   052026-695127   05:20:26.75   -69:51:25.04   19.0        2               19.4        0.2             0.89     
  1107   052029-681209   05:20:23.85   -68:12:22.47   31.2        0.8             87.3        0.3             0.58     
  1108   052029-713605   05:20:29.63   -71:36:05.78   14.0        ...             14.0        1               0.71     
  1109   052030-715215   05:20:29.36   -71:52:22.75   5.6         0.7             5.6         0.07            0.75     
  1110   052031-654653   05:20:30.79   -65:46:39.41   11.0        ...             12.0        1               0.8      
  1111   052032-711032   05:20:32.57   -71:10:31.27   19.0        ...             19.0        2               0.68     
  1112   052033-693525   05:20:33.01   -69:35:22.37   28.0        2               28.1        0.2             1.09     
  1113   052033-672612   05:20:33.95   -67:26:00.69   8.0         ...             8.6         0.9             0.64     
  1114   052034-664642   05:20:33.38   -66:46:42.23   41.0        2               70.5        0.7             0.62     
  1115   052039-663454   05:20:39.88   -66:35:03.62   5.0         ...             5.1         0.5             0.6      
  1116   052042-652732   05:20:42.11   -65:27:31.17   6.0         1               6.5         0.1             0.95     
  1117   052043-694442   05:20:40.79   -69:44:38.57   7.0         2               7.2         0.2             1.14     
  1118   052044-703734   05:20:41.92   -70:37:27.55   5.0         ...             5.4         0.5             0.75     
  1119   052046-685511   05:20:45.82   -68:55:09.80   11.0        ...             12.0        1               0.81     
  1120   052050-654439   05:20:50.28   -65:44:39.90   4.0         ...             4.0         ...             0.72     
  1121   052051-654814   05:20:50.25   -65:48:09.33   5.0         ...             5.4         0.5             0.8      
  1122   052055-664132   05:20:55.39   -66:41:31.65   13.0        1               13.3        0.1             0.62     
  1123   052059-661446   05:20:59.68   -66:14:47.09   15.0        1               15.1        0.1             0.54     
  1124   052059-711749   05:21:00.09   -71:17:53.62   19.0        1               19.0        0.1             0.57     
  1125   052101-700630   05:21:01.17   -70:06:32.82   31.0        3               40.8        0.8             0.96     
  1126   052101-662500   05:21:04.00   -66:24:54.28   17.0        2               41.8        0.8             0.54     
  1127   052102-703225   05:21:02.96   -70:32:22.32   12.0        ...             13.0        1               0.75     
  1128   052104-695939   05:21:05.02   -69:59:38.36   182.0       ...             206.9       0.5             0.96     
  1129   052105-700721   05:21:01.17   -70:06:32.82   31.0        3               40.8        0.8             0.96     
  1130   052107-720859   05:21:07.88   -72:08:58.89   19.0        ...             20.0        2               0.75     
  1131   052108-674330   05:21:08.45   -67:43:27.32   52.0        ...             52.0        5               1.05     
  1132   052110-650812   05:21:10.24   -65:08:13.69   11.0        1               10.7        0.1             0.79     
  1133   052117-723402   05:21:11.37   -72:33:56.38   11.0        3               21.6        0.9             0.82     
  1134   052117-702102   05:21:17.60   -70:21:00.82   10.0        1               9.8         0.1             0.61     
  1135   052117-710219   05:21:18.03   -71:02:18.39   70.0        2               78.6        0.5             0.68     
  1136   052118-694050   05:21:16.62   -69:40:49.97   10.0        7               22.0        1               0.89     
  1137   052119-722509   05:21:19.82   -72:25:11.87   7.0         ...             7.6         0.8             0.77     
  1138   052121-725754   05:21:20.42   -72:57:32.65   2.0         ...             3.0         0.3             0.9      
  1139   052121-662141   05:21:21.99   -66:21:39.42   64.0        ...             86.2        0.3             0.54     
  1140   052122-700210   05:21:21.73   -70:02:09.07   20.0        ...             21.0        2               0.96     
  1141   052122-671236   05:21:20.64   -67:12:31.25   8.0         ...             8.4         0.8             0.97     
  1142   052127-652140   05:21:27.05   -65:21:38.63   108.0       ...             136.7       0.4             0.75     
  1143   052127-670720   05:21:27.31   -67:07:22.32   73.0        ...             94.8        0.4             0.69     
  1144   052127-715848   05:21:25.82   -71:58:47.58   12.0        ...             13.0        1               0.77     
  1145   052128-715958   05:21:25.84   -71:59:47.39   30.0        ...             30.0        3               0.76     
  1146   052134-694023   05:21:34.77   -69:40:23.86   69.0        2               94.7        0.3             1.02     
  1147   052134-652917   05:21:35.10   -65:29:14.15   9.2         0.9             25.7        0.3             0.9      
  1148   052138-663541   05:21:40.25   -66:35:33.34   16.0        ...             17.0        2               0.6      
  1149   052142-655426   05:21:42.31   -65:54:19.21   3.7         0.8             3.67        0.08            0.71     
  1150   052143-671906   05:21:43.19   -67:19:04.26   30.0        2               29.7        0.2             1.11     
  1151   052143-720401   05:21:43.95   -72:03:55.31   19.0        1               19.4        0.1             0.75     
  1152   052145-702047   05:21:44.68   -70:20:46.66   12.0        ...             13.0        1               0.61     
  1153   052145-722551   05:21:46.28   -72:25:41.47   5.0         ...             5.1         0.5             0.87     
  1154   052147-711414   05:21:49.70   -71:14:23.96   2.0         ...             2.8         0.3             0.61     
  1155   052153-663200   05:21:52.78   -66:31:54.79   26.0        ...             27.0        3               0.6      
  1156   052153-683653   05:21:54.09   -68:36:50.09   17.0        1               17.1        0.1             0.65     
  1157   052154-725701   05:21:54.42   -72:57:02.42   12.0        ...             12.0        1               0.89     
  1158   052154-704140   05:21:54.40   -70:41:26.84   3.0         ...             3.7         0.4             0.77     
  1159   052155-710457   05:21:53.30   -71:05:05.69   15.0        ...             15.0        2               0.68     
  1160   052156-652829   05:21:57.71   -65:28:12.20   9.0         ...             10.0        1               0.87     
  1161   052158-703221   05:22:00.01   -70:32:27.30   6.0         ...             6.2         0.6             0.75     
  1162   052204-672149   05:22:02.35   -67:22:00.20   8.0         ...             8.5         0.9             1.11     
  1163   052208-653858   05:22:07.82   -65:39:09.91   12.0        ...             12.0        1               0.87     
  1164   052208-690130   05:22:09.00   -69:01:31.34   6.0         ...             6.5         0.6             0.69     
  1165   052209-684339   05:22:09.76   -68:43:42.38   12.0        ...             13.0        1               0.81     
  1166   052211-683144   05:22:10.72   -68:31:45.54   23.0        ...             24.0        2               0.65     
  1167   052217-672736   05:22:18.24   -67:27:29.60   80.0        ...             81.0        8               0.64     
  1168   052219-680435   05:22:19.14   -68:04:33.08   34.0        4               34.3        0.4             1.66     
  1169   052221-673534   05:22:18.68   -67:35:29.37   5.0         ...             5.6         0.6             0.64     
  1170   052222-693056   05:22:22.36   -69:30:54.24   60.0        ...             76.4        0.6             1.09     
  1171   052224-671951   05:22:24.24   -67:19:49.18   69.0        ...             90.3        0.6             1.11     
  1172   052224-694237   05:22:26.49   -69:42:28.36   5.0         ...             5.8         0.6             1.03     
  1173   052229-703755   05:22:29.32   -70:37:54.84   207.0       3               228.4       0.5             0.75     
  1174   052230-652519   05:22:30.03   -65:25:12.10   12.0        1               12.3        0.1             0.79     
  1175   052231-700937   05:22:31.86   -70:09:37.54   21.0        ...             22.0        2               0.96     
  1176   052231-695836   05:22:31.18   -69:58:35.35   21.0        ...             21.0        2               0.96     
  1177   052235-710247   05:22:36.87   -71:02:47.23   7.0         ...             8.6         0.9             0.72     
  1178   052240-660926   05:22:40.44   -66:09:26.25   21.0        ...             21.0        2               0.72     
  1179   052241-690838   05:22:40.03   -69:08:42.52   27.0        ...             44.3        0.6             0.87     
  1180   052244-695758   05:22:45.06   -69:57:57.41   15.0        ...             15.0        2               0.96     
  1181   052249-664058   05:22:48.59   -66:41:11.04   10.0        ...             11.0        1               0.7      
  1182   052252-684319   05:22:49.63   -68:43:21.11   17.0        1               31.6        0.2             0.74     
  1183   052253-695101   05:22:53.90   -69:50:58.68   12.0        ...             12.0        1               0.91     
  1184   052254-703055   05:22:54.30   -70:30:57.87   11.0        1               11.4        0.1             0.62     
  1185   052256-690406   05:22:55.91   -69:04:06.61   29.0        ...             30.0        3               0.9      
  1186   052258-684425   05:22:58.71   -68:44:27.10   36.0        1               43.8        0.2             0.74     
  1187   052301-713343   05:23:00.01   -71:33:49.51   4.0         ...             4.4         0.4             0.71     
  1188   052306-662245   05:23:07.03   -66:22:42.05   15.0        2               14.6        0.2             1.28     
  1189   052309-704813   05:23:10.10   -70:48:14.51   6.0         1               5.8         0.1             1.07     
  1190   052309-720301   05:23:09.60   -72:03:14.13   8.0         ...             8.8         0.9             0.72     
  1191   052309-683233   05:23:11.21   -68:32:26.81   6.0         ...             6.4         0.6             0.66     
  1192   052310-720624   05:23:09.95   -72:06:13.51   6.0         ...             6.8         0.7             0.72     
  1193   052319-710154   05:23:17.99   -71:01:50.51   13.0        2               13.0        0.2             0.75     
  1194   052322-692136   05:23:21.82   -69:21:26.30   11.0        ...             11.0        1               1.39     
  1195   052323-703424   05:23:24.25   -70:34:24.23   3.0         ...             4.0         0.4             0.68     
  1196   052323-710731   05:23:22.06   -71:07:21.76   6.0         ...             6.2         0.6             0.75     
  1197   052324-680640   05:23:24.59   -68:06:39.80   28.0        2               27.7        0.2             1.26     
  1198   052326-713650   05:23:25.65   -71:36:47.96   6.0         ...             6.6         0.7             0.62     
  1199   052331-654142   05:23:30.41   -65:41:35.79   6.0         ...             6.5         0.6             0.86     
  1200   052332-701749   05:23:32.47   -70:17:46.05   20.0        2               31.1        0.6             0.67     
  1201   052333-723450   05:23:33.29   -72:34:35.83   8.0         ...             8.8         0.9             0.94     
  1202   052336-701145   05:23:35.70   -70:11:42.94   8.0         1               7.8         0.1             0.67     
  1203   052338-705016   05:23:40.72   -70:50:53.49   514.0       1               1334.3      0.4             1.07     
  1204   052340-693707   05:23:40.76   -69:36:55.17   19.0        ...             19.0        2               2.39     
  1205   052341-705120   05:23:40.73   -70:50:53.76   515.0       3               1354.1      0.8             0.98     
  1206   052341-654922   05:23:40.96   -65:49:33.83   12.0        ...             13.0        1               0.86     
  1207   052343-680035   05:23:40.26   -68:00:55.28   7.0         ...             7.9         0.8             1.26     
  1208   052349-712548   05:23:49.38   -71:25:48.24   9.0         ...             10.0        1               0.62     
  1209   052351-704213   05:23:50.59   -70:42:13.28   70.0        ...             81.8        0.5             1.07     
  1210   052351-655451   05:23:51.28   -65:54:32.39   7.0         ...             7.2         0.7             0.86     
  1211   052352-684248   05:23:52.03   -68:42:48.74   6.4         0.8             6.38        0.08            0.73     
  1212   052358-655011   05:23:58.59   -65:50:09.92   17.0        ...             17.0        2               0.86     
  1213   052413-683008   05:24:12.01   -68:30:10.14   11.7        0.9             33.2        0.7             0.84     
  1214   052416-715759   05:24:16.16   -71:58:02.77   98.9        0.8             149.9       0.1             0.65     
  1215   052417-701809   05:24:15.70   -70:17:52.02   4.0         ...             4.4         0.4             0.67     
  1216   052419-705459   05:24:21.78   -70:55:19.40   5.0         ...             5.8         0.6             0.75     
  1217   052420-653355   05:24:20.19   -65:33:53.58   15.0        ...             15.0        2               0.79     
  1218   052422-705538   05:24:21.78   -70:55:19.40   5.0         ...             5.8         0.6             0.75     
  1219   052423-674828   05:24:21.17   -67:48:22.58   7.0         ...             7.7         0.8             0.93     
  1220   052432-664237   05:24:32.44   -66:42:36.12   26.0        ...             29.5        0.3             0.7      
  1221   052441-710131   05:24:41.80   -71:01:33.14   14.0        ...             14.0        1               0.75     
  1222   052441-671805   05:24:41.73   -67:18:07.24   19.0        2               19.2        0.2             1.17     
  1223   052446-702519   05:24:46.72   -70:25:19.44   4.0         ...             4.0         ...             0.59     
  1224   052448-651557   05:24:48.47   -65:15:57.40   13.0        1               13.2        0.1             0.61     
  1225   052449-671918   05:24:52.22   -67:19:23.56   4.0         1               3.8         0.1             0.78     
  1226   052452-702319   05:24:51.07   -70:23:17.03   15.0        1               14.5        0.1             0.67     
  1227   052452-682856   05:24:42.93   -68:28:50.76   11.0        ...             15.0        ...             0.93     
  1228   052453-704626   05:24:56.70   -70:46:17.48   4.0         ...             4.1         0.4             0.79     
  1229   052502-665941   05:25:00.44   -66:59:50.60   5.0         ...             6.0         0.6             1.02     
  1230   052503-700133   05:25:04.13   -70:01:34.38   15.0        ...             16.0        2               0.87     
  1231   052505-664053   05:25:05.30   -66:40:51.40   32.0        ...             38.0        0.4             0.74     
  1232   052505-682819   05:25:05.26   -68:28:18.81   24.0        ...             41.0        ...             0.93     
  1233   052505-683700   05:25:05.57   -68:36:58.73   21.0        2               21.1        0.2             0.93     
  1234   052511-683259   05:25:11.55   -68:32:48.25   5.0         ...             5.3         0.5             0.72     
  1235   052512-710738   05:25:13.32   -71:07:44.36   8.0         ...             8.1         0.8             0.75     
  1236   052515-701516   05:25:14.48   -70:15:17.53   4.0         ...             4.3         0.4             0.59     
  1237   052517-672246   05:25:17.01   -67:22:46.51   49.0        ...             49.0        5               0.78     
  1238   052521-663808   05:25:23.69   -66:38:06.99   8.0         1               7.8         0.1             0.72     
  1239   052525-722552   05:25:24.53   -72:26:00.70   9.0         ...             9.2         0.9             0.94     
  1240   052527-663544   05:25:26.69   -66:35:49.47   4.0         ...             4.4         0.4             0.72     
  1241   052531-681146   05:25:31.12   -68:11:47.30   4.0         ...             4.8         0.5             0.52     
  1242   052534-684118   05:25:35.15   -68:41:16.02   20.0        ...             20.0        2               1.89     
  1243   052536-652144   05:25:36.36   -65:21:43.96   17.0        ...             17.0        2               0.61     
  1244   052537-712744   05:25:37.30   -71:27:42.92   23.0        2               28.1        0.4             0.62     
  1245   052543-711539   05:25:42.83   -71:15:40.22   13.0        ...             13.0        1               0.62     
  1246   052544-670501   05:25:45.13   -67:05:03.39   10.0        2               9.6         0.2             1.02     
  1247   052547-695926   05:25:47.33   -69:59:27.12   28.0        ...             28.0        3               1.1      
  1248   052554-662748   05:25:54.96   -66:27:46.22   65.0        2               69.4        0.4             0.72     
  1249   052555-663633   05:25:55.25   -66:36:26.34   6.0         1               5.9         0.1             0.65     
  1250   052555-693413   05:25:57.93   -69:34:13.97   25.0        ...             26.0        3               4.03     
  1251   052603-654606   05:26:03.12   -65:46:05.26   25.0        ...             37.4        0.5             0.8      
  1252   052608-702554   05:26:07.90   -70:25:52.75   8.0         1               8.1         0.1             0.67     
  1253   052610-663726   05:26:10.57   -66:37:24.04   15.0        ...             15.0        2               0.72     
  1254   052611-702245   05:26:11.68   -70:22:44.26   25.0        3               26.1        0.5             0.65     
  1255   052612-660229   05:26:14.83   -66:02:17.17   5.0         ...             5.5         0.6             1.44     
  1256   052612-723222   05:26:12.21   -72:32:22.21   12.0        1               12.2        0.1             0.74     
  1257   052613-651142   05:26:13.74   -65:11:43.49   11.0        1               10.8        0.1             0.61     
  1258   052614-664453   05:26:13.62   -66:44:52.75   23.0        2               26.3        0.5             0.74     
  1259   052615-691011   05:26:14.97   -69:10:11.99   14.0        ...             15.0        1               1.8      
  1260   052617-680316   05:26:17.30   -68:03:12.71   28.0        2               28.1        0.2             0.92     
  1261   052624-681509   05:26:24.09   -68:15:09.05   86.0        2               91.1        0.3             0.59     
  1262   052624-690759   05:26:25.60   -69:07:40.73   9.0         ...             9.1         0.9             1.78     
  1263   052626-675237   05:26:26.25   -67:52:33.72   13.0        ...             14.0        1               0.73     
  1264   052626-655617   05:26:26.47   -65:56:14.57   249.0       1               359.9       0.2             1.13     
  1265   052630-654754   05:26:31.30   -65:47:46.96   29.0        ...             30.0        3               0.79     
  1266   052631-654906   05:26:31.63   -65:49:16.70   257.0       ...             260.0       30              0.84     
  1267   052633-653706   05:26:33.86   -65:37:18.26   3.0         ...             3.7         0.4             0.61     
  1268   052633-692814   05:26:33.27   -69:28:14.29   27.0        2               26.9        0.2             1.98     
  1269   052635-674908   05:26:35.18   -67:49:07.87   85.0        ...             95.7        0.4             0.73     
  1270   052635-652919   05:26:34.96   -65:29:18.10   18.0        ...             18.0        2               0.61     
  1271   052645-682253   05:26:45.27   -68:22:52.80   11.0        ...             11.0        1               0.59     
  1272   052649-674403   05:26:48.36   -67:44:07.16   8.0         ...             8.8         0.9             0.73     
  1273   052649-653613   05:26:49.98   -65:36:03.56   7.0         1               6.9         0.1             0.61     
  1274   052653-675259   05:26:52.97   -67:52:55.06   5.0         ...             5.9         0.6             0.9      
  1275   052655-721152   05:26:56.19   -72:11:54.64   14.0        ...             14.0        1               0.63     
  1276   052656-700641   05:26:58.12   -70:06:38.77   8.7         0.9             8.69        0.09            0.91     
  1277   052659-682952   05:26:59.48   -68:29:48.76   17.0        1               17.2        0.1             0.72     
  1278   052701-721506   05:27:00.14   -72:14:53.74   7.0         ...             7.4         0.7             0.63     
  1279   052702-702622   05:27:04.18   -70:26:05.42   3.0         ...             3.0         ...             0.6      
  1280   052702-673833   05:27:03.93   -67:38:31.07   51.0        5               50.9        0.5             2.29     
  1281   052708-692054   05:27:08.52   -69:20:35.48   10.0        ...             10.0        ...             1.41     
  1282   052713-655337   05:27:13.78   -65:53:41.48   12.0        1               12.3        0.1             0.72     
  1283   052714-670201   05:27:14.05   -67:02:04.40   4.0         ...             4.5         0.4             0.82     
  1284   052719-662308   05:27:19.15   -66:23:06.00   8.0         ...             8.1         0.8             1.19     
  1285   052727-703346   05:27:26.48   -70:33:39.76   9.0         2               29.0        1               0.67     
  1286   052730-655235   05:27:31.03   -65:52:37.47   11.0        ...             11.0        1               0.72     
  1287   052731-721625   05:27:31.01   -72:16:26.09   8.0         1               7.9         0.1             0.63     
  1288   052731-683505   05:27:28.92   -68:35:01.96   4.0         ...             4.8         0.5             0.72     
  1289   052731-663656   05:27:31.83   -66:36:54.16   31.0        3               34.6        0.6             0.77     
  1290   052731-712228   05:27:32.33   -71:22:28.23   43.0        2               54.8        0.5             0.64     
  1291   052732-675445   05:27:33.52   -67:54:30.77   4.0         ...             4.4         0.4             0.78     
  1292   052732-702659   05:27:32.48   -70:26:59.52   25.0        1               25.3        0.1             0.67     
  1293   052737-671718   05:27:38.83   -67:17:30.21   5.0         ...             5.0         0.5             0.73     
  1294   052740-655313   05:27:40.93   -65:53:05.81   7.0         ...             7.4         0.7             0.72     
  1295   052745-720728   05:27:43.26   -72:07:19.98   10.0        ...             10.0        1               0.75     
  1296   052745-675925   05:27:45.75   -67:59:24.41   90.0        3               91.8        0.5             0.87     
  1297   052749-703641   05:27:49.05   -70:36:40.20   125.0       ...             156.6       0.4             0.67     
