# col1   Name            RA            DEC            Peak         Peak_err         Flux         Flux_err         rms  
  1057   053317-725051   05:33:17.22   -72:50:48.59   9.1          0.8              10.6         0.9              0.82      
  1058   053318-673956   05:33:18.18   -67:39:58.08   34.0         2.0              35.0         3.0              2.53      
  1059   053325-651312   05:33:25.49   -65:13:15.01   9.3          0.8              11.0         1.0              0.84      
  1060   053334-662116   05:33:33.48   -66:21:18.60   22.0         1.0              29.0         2.0              1.32      
  1061   053342-664529   05:33:42.94   -66:45:30.18   11.0         1.0              14.0         1.0              1.03      
  1062   053342-684601   05:33:41.22   -68:46:03.41   58.0         4.0              69.0         4.0              3.76      
  1063   053342-661256   05:33:41.85   -66:13:02.83   7.0          1.0              12.0         3.0              1.32      
  1064   053342-724958   05:33:41.29   -72:49:56.76   38.1         0.8              48.0         1.0              0.82      
  1065   053344-721623   05:33:43.81   -72:16:24.41   203.6        0.8              243.4        0.9              0.8       
  1066   053348-702723   05:33:47.83   -70:27:26.46   11.0         2.0              23.0         5.0              1.96      
  1067   053350-714728   05:33:49.58   -71:47:33.06   51.7         0.7              66.6         0.9              0.73      
  1068   053358-651221   05:33:58.62   -65:12:13.23   5.7          0.8              7.0          1.0              0.84      
  1069   053401-695846   05:34:02.38   -69:58:36.66   16.0         3.0              20.0         4.0              2.85      
  1070   053404-701636   05:34:03.85   -70:16:42.51   14.0         2.0              15.0         2.0              1.96      
  1071   053407-703723   05:34:06.77   -70:37:30.30   23.0         1.0              32.0         2.0              1.47      
  1072   053409-725154   05:34:08.05   -72:51:49.36   9.4          0.6              11.1         0.7              0.64      
  1073   053410-724539   05:34:10.00   -72:45:38.90   48.8         0.8              58.0         1.0              0.82      
  1074   053412-652927   05:34:11.71   -65:29:28.75   13.0         1.0              15.0         1.0              0.98      
  1075   053417-653809   05:34:16.92   -65:38:13.08   8.2          0.9              13.0         2.0              0.98      
  1076   053419-650730   05:34:17.33   -65:07:32.27   4.7          0.8              6.0          1.0              0.84      
  1077   053420-704059   05:34:21.86   -70:41:01.50   11.0         2.0              25.0         4.0              1.47      
  1078   053425-732724   05:34:24.04   -73:27:23.46   271.2        0.7              330.4        0.9              0.74      
  1079   053430-720152   05:34:28.97   -72:01:52.61   21.3         0.8              26.0         1.0              0.81      
  1080   053434-670958   05:34:33.46   -67:10:09.88   59.0         1.0              87.0         2.0              1.57      
  1081   053434-702654   05:34:33.85   -70:26:52.16   30.0         2.0              50.0         4.0              2.36      
  1082   053436-670640   05:34:36.71   -67:06:41.94   13.1         0.9              20.0         1.0              0.95      
  1083   053440-722543   05:34:40.69   -72:25:32.01   5.3          0.8              8.0          1.0              0.8       
  1084   053447-675556   05:34:47.51   -67:55:57.38   87.0         2.0              104.0        2.0              1.57      
  1085   053457-655444   05:34:56.52   -65:54:36.41   17.0         1.0              25.0         2.0              1.33      
  1086   053458-703412   05:34:58.54   -70:34:12.99   38.0         2.0              49.0         2.0              1.82      
  1087   053500-643854   05:34:59.99   -64:38:53.99   37.0         1.0              38.0         1.0              1.47      
  1088   053513-643431   05:35:12.93   -64:34:30.19   78.0         1.0              96.0         2.0              1.5       
  1089   053515-735801   05:35:14.91   -73:58:03.99   6.0          1.0              7.0          1.0              0.98      
  1090   053527-671700   05:35:27.02   -67:16:57.56   161.0        1.0              208.0        2.0              1.57      
  1091   053530-655916   05:35:28.93   -65:59:22.85   111.0        1.0              160.0        2.0              1.33      
  1092   053536-652026   05:35:36.42   -65:20:30.03   9.2          0.8              12.0         1.0              0.88      
  1093   053537-685506   05:35:36.58   -68:55:08.18   38.0         5.0              42.0         5.0              4.93      
  1094   053540-643442   05:35:40.02   -64:34:46.15   12.0         1.0              15.0         2.0              1.5       
  1095   053545-740955   05:35:45.23   -74:09:55.07   5.0          1.0              5.0          1.0              0.98      
  1096   053548-712759   05:35:48.26   -71:27:58.26   20.0         1.0              22.0         1.0              1.07      
  1097   053554-722717   05:35:53.05   -72:27:16.92   34.8         0.7              41.4         0.9              0.73      
  1098   053554-643622   05:35:53.70   -64:36:21.68   33.0         1.0              38.0         2.0              1.5       
  1099   053601-712929   05:36:00.87   -71:29:29.00   57.0         1.0              65.0         1.0              1.07      
  1100   053608-722048   05:36:08.34   -72:20:44.07   4.5          0.7              5.0          1.0              0.73      
  1101   053616-664452   05:36:15.99   -66:44:40.55   7.0          1.0              13.0         3.0              1.16      
  1102   053623-722551   05:36:21.52   -72:25:47.54   4.9          0.7              5.5          0.8              0.73      
  1103   053634-722657   05:36:33.49   -72:26:44.59   5.9          0.7              10.0         1.0              0.73      
  1104   053635-735019   05:36:33.72   -73:50:19.51   48.9         0.9              60.0         1.0              0.97      
  1105   053636-645033   05:36:35.68   -64:50:34.02   67.0         1.0              83.0         1.0              1.0       
  1106   053636-670734   05:36:35.83   -67:07:34.79   82.0         1.0              103.0        1.0              1.18      
  1107   053643-711333   05:36:43.03   -71:13:34.39   51.0         1.0              61.0         1.0              1.07      
  1108   053647-643246   05:36:46.28   -64:32:54.51   8.0          1.0              12.0         3.0              1.5       
  1109   053658-741309   05:36:58.04   -74:13:15.97   12.0         2.0              14.0         2.0              1.62      
  1110   053704-722904   05:37:03.42   -72:29:05.48   46.9         0.7              55.9         0.9              0.73      
  1111   053722-730534   05:37:19.78   -73:05:35.15   5.3          0.6              6.1          0.7              0.63      
  1112   053724-650559   05:37:23.14   -65:05:58.26   7.2          0.9              9.0          1.0              0.88      
  1113   053726-665055   05:37:26.51   -66:50:52.96   12.5         0.9              14.0         1.0              0.94      
  1114   053729-731805   05:37:27.75   -73:18:03.28   9.2          0.7              14.0         1.0              0.78      
  1115   053732-733028   05:37:30.40   -73:30:21.02   7.8          0.8              8.8          0.9              0.78      
  1116   053733-654400   05:37:33.39   -65:44:00.78   33.0         1.0              43.0         1.0              1.0       
  1117   053736-680033   05:37:36.44   -68:00:32.80   60.0         1.0              68.0         2.0              1.51      
  1118   053737-710342   05:37:37.75   -71:03:30.87   8.0          1.0              21.0         3.0              1.15      
  1119   053741-643731   05:37:42.02   -64:37:30.36   12.0         1.0              14.0         2.0              1.5       
  1120   053743-711232   05:37:43.22   -71:12:39.53   8.0          1.0              12.0         2.0              1.07      
  1121   053757-715146   05:37:56.36   -71:51:44.14   6.1          0.7              7.1          0.9              0.72      
  1122   053801-722107   05:38:00.86   -72:21:06.91   7.9          0.7              8.5          0.8              0.73      
  1123   053803-662259   05:38:01.14   -66:23:02.24   39.0         1.0              47.0         2.0              1.3       
  1124   053804-652134   05:38:03.84   -65:21:36.69   7.1          0.9              9.0          1.0              0.88      
  1125   053804-695335   05:38:04.21   -69:53:36.72   85.0         3.0              81.0         3.0              3.44      
  1126   053804-712941   05:38:03.02   -71:29:46.35   7.0          1.0              10.0         1.0              0.77      
  1127   053808-704927   05:38:09.58   -70:49:24.10   26.0         2.0              34.0         2.0              1.26      
  1128   053816-705632   05:38:15.53   -70:56:30.92   19.0         1.0              23.0         1.0              1.26      
  1129   053819-711225   05:38:18.66   -71:12:22.15   23.0         1.0              30.0         2.0              1.07      
  1130   053821-704104   05:38:20.29   -70:41:02.94   82.0         2.0              112.0        2.0              1.86      
  1131   053824-712829   05:38:22.35   -71:28:28.97   12.0         1.0              14.0         1.0              1.07      
  1132   053825-741359   05:38:25.28   -74:13:59.98   25.0         2.0              33.0         2.0              1.62      
  1133   053835-732529   05:38:36.43   -73:25:30.63   8.2          0.7              12.0         1.0              0.78      
  1134   053904-665202   05:39:03.46   -66:52:02.87   45.2         0.9              55.0         1.0              0.98      
  1135   053909-734839   05:39:06.26   -73:48:30.78   9.5          0.9              15.0         2.0              0.97      
  1136   053916-730551   05:39:15.14   -73:05:52.28   33.8         0.6              40.7         0.7              0.63      
  1137   053916-664918   05:39:17.42   -66:49:26.52   7.5          0.9              9.0          1.0              0.98      
  1138   053920-655320   05:39:20.05   -65:53:15.82   14.8         0.9              19.0         1.0              0.98      
  1139   053930-700329   05:39:28.54   -70:03:29.41   31.0         3.0              33.0         4.0              3.44      
  1140   053934-725007   05:39:34.45   -72:50:05.92   14.2         0.6              16.3         0.8              0.66      
  1141   053939-673422   05:39:38.69   -67:34:20.98   11.0         1.0              16.0         2.0              1.14      
  1142   053940-730812   05:39:40.63   -73:08:11.49   4.5          0.6              7.0          1.0              0.63      
  1143   053946-660546   05:39:44.98   -66:05:47.08   17.0         1.0              22.0         1.0              1.09      
  1144   053947-671826   05:39:46.92   -67:18:24.46   5.0          0.9              9.0          2.0              0.94      
  1145   053950-720704   05:39:49.19   -72:07:02.17   27.6         0.7              34.2         0.9              0.76      
  1146   053955-711001   05:39:54.66   -71:10:01.52   22.0         1.0              30.0         2.0              1.26      
  1147   053957-670815   05:39:57.22   -67:08:16.38   7.9          0.9              10.0         1.0              0.94      
  1148   053959-660405   05:39:59.02   -66:04:05.73   9.5          0.9              14.0         1.0              0.98      
  1149   054001-680622   05:40:00.97   -68:06:16.31   8.0          1.0              8.0          1.0              1.5       
  1150   054002-735616   05:40:01.44   -73:56:15.66   193.0        1.0              231.0        1.0              1.17      
  1151   054002-722217   05:40:02.07   -72:22:16.73   63.8         0.6              73.8         0.8              0.66      
  1152   054003-663936   05:40:02.67   -66:39:39.13   10.0         1.0              13.0         1.0              1.03      
  1153   054006-653335   05:40:06.03   -65:33:36.81   5.0          1.0              6.0          1.0              0.97      
  1154   054007-711100   05:40:06.60   -71:11:00.24   7.0          1.0              15.0         2.0              1.26      
  1155   054009-694025   05:40:09.05   -69:40:24.15   61.0         6.0              91.0         9.0              6.59      
  1156   054010-671813   05:40:09.72   -67:18:13.99   79.7         0.9              94.0         1.0              0.94      
  1157   054013-711349   05:40:14.29   -71:13:52.67   7.0          1.0              11.0         3.0              1.26      
  1158   054020-712421   05:40:20.19   -71:24:19.86   167.0        1.0              232.0        2.0              1.26      
  1159   054024-705434   05:40:23.67   -70:54:32.78   9.0          1.0              10.0         2.0              1.26      
  1160   054024-694014   05:40:24.30   -69:40:11.87   80.0         6.0              103.0        9.0              6.59      
  1161   054035-665930   05:40:34.75   -66:59:27.11   7.0          1.0              8.0          1.0              0.98      
  1162   054037-740157   05:40:37.38   -74:01:58.77   10.0         1.0              16.0         2.0              1.42      
  1163   054037-713843   05:40:36.74   -71:38:42.64   53.3         0.7              67.3         0.9              0.77      
  1164   054049-704759   05:40:47.63   -70:47:57.45   13.0         2.0              18.0         3.0              1.86      
  1165   054049-663416   05:40:49.33   -66:34:20.31   35.0         1.0              45.0         1.0              1.03      
  1166   054051-672215   05:40:49.85   -67:22:22.29   5.1          0.9              6.0          1.0              0.94      
  1167   054053-664822   05:40:52.53   -66:48:21.36   16.1         0.9              19.0         1.0              0.98      
  1168   054059-651254   05:40:58.72   -65:12:56.74   75.8         0.9              102.0        1.0              0.99      
  1169   054105-735344   05:41:04.05   -73:53:42.92   42.0         1.0              56.0         2.0              1.42      
  1170   054106-702333   05:41:07.07   -70:23:28.45   13.0         2.0              16.0         3.0              2.13      
  1171   054116-675951   05:41:16.97   -67:59:54.00   74.0         1.0              86.0         2.0              1.5       
  1172   054117-714328   05:41:17.00   -71:43:28.46   13.7         0.7              16.4         0.9              0.77      
  1173   054125-664309   05:41:24.21   -66:43:19.84   5.0          1.0              7.0          2.0              1.03      
  1174   054127-673950   05:41:26.60   -67:39:52.25   88.0         1.0              106.0        1.0              1.14      
  1175   054129-651327   05:41:28.43   -65:13:27.15   58.3         0.9              79.0         1.0              0.99      
  1176   054130-654822   05:41:29.61   -65:48:24.26   8.5          0.9              14.0         2.0              1.03      
  1177   054131-704624   05:41:30.94   -70:46:29.55   24.0         2.0              31.0         2.0              1.86      
  1178   054132-670614   05:41:32.26   -67:06:15.72   99.2         0.9              121.0        1.0              0.94      
  1179   054135-680040   05:41:34.39   -68:00:40.35   50.0         1.0              58.0         2.0              1.5       
  1180   054138-713508   05:41:39.04   -71:35:10.47   12.8         0.7              14.0         0.8              0.77      
  1181   054139-665902   05:41:38.09   -66:58:45.91   24.9         0.9              36.0         1.0              0.98      
  1182   054147-673025   05:41:46.45   -67:30:23.39   7.0          1.0              9.0          2.0              1.14      
  1183   054150-714809   05:41:50.05   -71:48:09.53   16.7         0.7              22.0         1.0              0.77      
  1184   054150-733215   05:41:49.64   -73:32:14.19   1535.0       1.0              1865.0       2.0              1.32      
  1185   054158-681542   05:41:58.32   -68:15:41.24   33.0         2.0              29.0         2.0              2.2       
  1186   054210-653429   05:42:14.73   -65:34:44.88   6.6          0.7              18.0         3.0              0.87      
  1187   054214-664622   05:42:13.39   -66:46:22.10   10.3         0.8              13.0         1.0              0.79      
  1188   054217-721636   05:42:17.46   -72:16:40.54   3.4          0.7              5.0          1.0              0.66      
  1189   054219-650959   05:42:19.14   -65:09:58.27   8.1          0.9              12.0         2.0              0.99      
  1190   054220-733134   05:42:18.89   -73:31:30.65   109.0        1.0              137.0        1.0              1.32      
  1191   054229-721859   05:42:25.33   -72:18:52.57   3.9          0.6              6.0          1.0              0.66      
  1192   054240-733635   05:42:39.35   -73:36:33.26   38.0         1.0              48.0         2.0              1.32      
  1193   054241-660258   05:42:41.42   -66:02:57.91   73.0         1.0              86.0         1.0              1.03      
  1194   054242-715613   05:42:41.76   -71:56:16.86   13.0         0.8              15.3         0.9              0.82      
  1195   054244-672552   05:42:43.68   -67:25:51.77   21.0         1.0              24.0         1.0              1.15      
  1196   054247-651840   05:42:47.17   -65:18:44.97   9.0          1.0              11.0         1.0              0.99      
  1197   054253-661410   05:42:52.72   -66:14:11.91   47.0         1.0              56.0         1.0              1.09      
  1198   054256-701734   05:42:55.66   -70:17:31.97   28.0         2.0              34.0         3.0              2.16      
  1199   054257-721508   05:42:56.52   -72:15:08.44   16.8         0.7              18.2         0.8              0.74      
  1200   054259-730149   05:42:56.51   -73:01:40.81   3.7          0.6              4.3          0.8              0.65      
  1201   054305-671452   05:43:03.77   -67:14:49.55   11.1         0.8              15.0         1.0              0.85      
  1202   054307-710405   05:43:07.10   -71:04:09.12   165.0        1.0              211.0        2.0              1.37      
  1203   054309-680907   05:43:07.95   -68:09:09.72   11.0         2.0              21.0         4.0              1.99      
  1204   054309-654935   05:43:07.51   -65:49:42.21   8.0          1.0              12.0         2.0              1.03      
  1205   054311-705058   05:43:10.72   -70:50:54.68   14.0         1.0              21.0         2.0              1.37      
  1206   054313-654626   05:43:12.56   -65:46:21.27   6.0          1.0              8.0          2.0              1.03      
  1207   054313-730745   05:43:12.10   -73:07:43.98   6.5          0.6              7.0          0.7              0.65      
  1208   054314-722113   05:43:13.08   -72:21:14.87   10.5         0.7              11.0         0.8              0.74      
  1209   054314-684436   05:43:13.76   -68:44:35.87   89.0         2.0              102.0        3.0              2.36      
  1210   054314-680652   05:43:14.43   -68:06:52.53   275.0        2.0              327.0        2.0              1.99      
  1211   054317-671507   05:43:17.16   -67:15:02.43   6.3          0.8              8.0          1.0              0.85      
  1212   054317-662656   05:43:16.71   -66:26:55.67   47.7         0.8              59.0         1.0              0.88      
  1213   054319-654147   05:43:18.05   -65:41:46.07   8.0          0.8              10.0         1.0              0.87      
  1214   054322-705152   05:43:21.86   -70:51:58.42   8.0          1.0              11.0         2.0              1.37      
  1215   054333-704654   05:43:28.96   -70:46:55.23   70.0         2.0              144.0        3.0              1.82      
  1216   054337-715852   05:43:36.33   -71:58:49.67   9.8          0.8              10.6         0.9              0.82      
  1217   054340-650906   05:43:40.05   -65:09:02.56   20.9         0.9              26.0         1.0              0.99      
  1218   054341-721630   05:43:39.87   -72:16:28.46   13.0         0.7              16.1         0.9              0.74      
  1219   054342-644411   05:43:41.48   -64:44:12.46   11.0         1.0              13.0         1.0              1.24      
  1220   054349-652228   05:43:49.28   -65:22:28.46   66.0         1.0              84.0         1.0              0.99      
  1221   054355-681731   05:43:54.81   -68:17:30.98   26.0         2.0              28.0         2.0              1.99      
  1222   054404-730340   05:44:05.81   -73:03:45.26   4.1          0.7              6.0          1.0              0.72      
  1223   054406-714811   05:44:06.65   -71:48:10.48   17.5         0.8              22.0         1.0              0.82      
  1224   054407-731614   05:44:06.40   -73:16:13.80   59.6         0.8              68.0         1.0              0.84      
  1225   054412-664808   05:44:11.67   -66:48:05.69   4.8          0.8              5.2          0.9              0.79      
  1226   054416-714728   05:44:17.75   -71:47:28.15   7.6          0.8              7.9          0.8              0.76      
  1227   054417-643150   05:44:16.66   -64:31:51.33   66.0         1.0              88.0         2.0              1.56      
  1228   054423-671732   05:44:21.90   -67:17:31.91   6.7          0.8              10.0         1.0              0.85      
  1229   054424-685819   05:44:22.93   -68:58:18.15   17.0         2.0              17.0         2.0              2.28      
  1230   054427-715526   05:44:26.27   -71:55:26.95   314.4        0.8              382.0        1.0              0.82      
  1231   054431-734351   05:44:30.14   -73:43:50.71   7.0          1.0              12.0         2.0              1.2       
  1232   054437-680357   05:44:37.32   -68:03:56.11   17.0         1.0              18.0         2.0              1.46      
  1233   054438-653454   05:44:37.74   -65:34:55.13   174.0        1.0              227.0        1.0              1.02      
  1234   054441-683752   05:44:39.64   -68:37:58.38   10.0         2.0              14.0         3.0              1.85      
  1235   054447-654427   05:44:47.13   -65:44:23.97   38.0         1.0              49.0         1.0              1.06      
  1236   054451-671420   05:44:50.86   -67:14:11.52   7.1          0.8              9.0          1.0              0.85      
  1237   054455-703135   05:44:54.34   -70:31:33.96   16.0         2.0              18.0         2.0              1.82      
  1238   054456-643011   05:44:55.49   -64:30:09.97   20.0         1.0              24.0         2.0              1.56      
  1239   054456-720726   05:44:56.29   -72:07:29.35   6.4          0.8              8.0          1.0              0.82      
  1240   054458-725941   05:44:57.61   -72:59:42.00   47.5         0.7              55.3         0.8              0.72      
  1241   054500-655529   05:44:59.16   -65:55:29.96   24.0         1.0              31.0         1.0              1.06      
  1242   054504-693927   05:45:03.91   -69:39:27.46   16.0         3.0              22.0         5.0              3.26      
  1243   054508-660114   05:45:06.44   -66:01:15.09   26.0         1.0              35.0         1.0              1.06      
  1244   054508-714701   05:45:08.37   -71:47:00.72   4.5          0.7              6.0          1.0              0.76      
  1245   054508-661011   05:45:08.63   -66:10:04.46   17.7         0.9              28.0         2.0              1.0       
  1246   054512-720835   05:45:11.76   -72:08:35.83   6.9          0.7              7.2          0.8              0.74      
  1247   054518-675630   05:45:18.01   -67:56:23.14   67.0         1.0              90.0         2.0              1.46      
  1248   054525-694623   05:45:24.06   -69:46:12.08   25.0         3.0              51.0         6.0              2.48      
  1249   054530-652441   05:45:30.54   -65:24:43.62   118.0        1.0              154.0        1.0              1.02      
  1250   054539-661718   05:45:39.09   -66:17:18.29   14.7         0.9              19.0         1.0              1.0       
  1251   054544-670951   05:45:43.25   -67:09:51.08   8.5          0.7              12.0         1.0              0.78      
  1252   054544-732351   05:45:43.73   -73:23:51.72   40.3         0.8              50.0         1.0              0.84      
  1253   054547-721106   05:45:47.09   -72:11:03.91   6.6          0.7              10.0         1.0              0.74      
  1254   054550-733957   05:45:49.30   -73:39:57.80   30.0         1.0              37.0         1.0              1.2       
  1255   054550-684559   05:45:50.31   -68:46:02.22   138.0        2.0              160.0        3.0              2.28      
  1256   054554-645334   05:45:53.41   -64:53:35.07   606.0        1.0              725.0        1.0              1.24      
  1257   054559-654052   05:45:58.20   -65:41:00.19   11.0         1.0              12.0         1.0              1.02      
  1258   054604-705105   05:46:02.63   -70:50:54.69   6.0          1.0              10.0         2.0              1.07      
  1259   054608-712738   05:46:08.27   -71:27:39.09   54.6         0.9              66.0         1.0              0.75      
  1260   054611-680013   05:46:11.22   -68:00:14.07   39.0         1.0              44.0         1.0              1.2       
  1261   054616-712038   05:46:16.07   -71:20:38.69   7.3          0.9              8.0          1.0              0.9       
  1262   054622-732716   05:46:20.87   -73:27:19.96   9.2          0.8              12.0         1.0              0.84      
  1263   054623-674112   05:46:21.77   -67:41:12.69   8.2          0.9              8.2          0.9              0.88      
  1264   054623-665545   05:46:22.99   -66:55:45.87   21.8         0.7              25.3         0.8              0.69      
  1265   054625-643348   05:46:25.47   -64:33:48.70   69.0         1.0              92.0         2.0              1.27      
  1266   054629-702637   05:46:28.22   -70:26:38.14   178.0        2.0              210.0        2.0              2.04      
  1267   054631-680052   05:46:29.83   -68:00:44.83   11.0         1.0              18.0         2.0              1.2       
  1268   054632-650310   05:46:31.43   -65:03:09.69   44.8         0.9              52.0         1.0              0.88      
  1269   054636-720554   05:46:36.07   -72:05:55.03   65.0         0.8              76.2         0.9              0.75      
  1270   054639-643145   05:46:39.50   -64:31:50.12   19.0         1.0              29.0         2.0              1.27      
  1271   054644-664116   05:46:43.84   -66:41:14.58   86.2         0.8              102.0        1.0              0.82      
  1272   054646-723658   05:46:44.20   -72:37:00.82   6.9          0.6              8.7          0.8              0.67      
  1273   054651-654459   05:46:50.30   -65:44:59.83   145.0        1.0              176.0        1.0              1.06      
  1274   054653-683253   05:46:52.80   -68:32:53.70   28.0         2.0              35.0         2.0              2.02      
  1275   054655-654808   05:46:53.98   -65:48:06.86   5.0          1.0              7.0          2.0              1.06      
  1276   054659-653457   05:46:59.25   -65:35:01.30   72.0         0.8              88.0         1.0              0.83      
  1277   054701-720255   05:47:01.16   -72:02:57.20   15.0         0.7              17.1         0.9              0.75      
  1278   054705-644752   05:47:05.44   -64:47:53.84   31.4         0.9              44.0         1.0              0.98      
  1279   054709-653610   05:47:08.23   -65:35:59.46   3.4          0.8              4.3          0.9              0.83      
  1280   054715-650535   05:47:15.09   -65:05:35.03   75.0         0.8              96.0         1.0              0.88      
  1281   054720-721052   05:47:18.40   -72:10:46.99   5.2          0.7              6.0          1.0              0.75      
  1282   054721-663821   05:47:20.42   -66:38:19.71   14.3         0.8              17.0         1.0              0.82      
  1283   054722-662736   05:47:21.01   -66:27:32.86   7.7          0.8              10.0         1.0              0.82      
  1284   054725-650411   05:47:24.40   -65:04:11.91   127.0        0.8              162.0        1.0              0.88      
  1285   054733-703056   05:47:33.82   -70:31:02.52   13.0         2.0              18.0         3.0              2.04      
  1286   054740-710718   05:47:38.83   -71:07:12.61   6.2          0.9              8.0          1.0              0.9       
  1287   054740-730140   05:47:39.36   -73:01:38.34   10.9         0.7              11.5         0.8              0.72      
  1288   054741-655106   05:47:40.10   -65:51:03.58   51.0         1.0              62.0         1.0              1.02      
  1289   054745-674507   05:47:44.69   -67:45:05.98   135.0        1.0              161.0        1.0              1.2       
  1290   054745-703151   05:47:45.06   -70:31:54.12   14.0         2.0              17.0         3.0              2.04      
  1291   054747-655720   05:47:46.79   -65:57:22.02   34.4         0.9              57.0         2.0              1.02      
  1292   054750-672801   05:47:50.03   -67:28:02.69   7.6          0.9              9.0          1.0              0.88      
  1293   054752-662640   05:47:52.33   -66:26:37.70   10.1         0.7              13.0         1.0              0.75      
  1294   054757-702015   05:47:56.60   -70:20:17.42   26.0         2.0              30.0         2.0              1.88      
  1295   054758-710945   05:47:57.34   -71:09:47.67   55.2         0.9              63.0         1.0              0.9       
  1296   054759-720746   05:48:00.35   -72:07:54.56   13.7         0.7              18.0         1.0              0.75      
  1297   054800-712132   05:47:59.88   -71:21:34.90   16.2         0.9              20.0         1.0              0.9       
  1298   054804-650721   05:48:04.65   -65:07:24.79   10.6         0.9              11.4         0.9              0.88      
  1299   054807-660516   05:48:06.20   -66:05:19.38   25.0         1.0              31.0         1.0              1.01      
  1300   054808-715601   05:48:07.46   -71:56:00.63   11.1         0.7              11.5         0.8              0.75      
  1301   054809-660911   05:48:08.96   -66:08:58.09   6.0          1.0              9.0          2.0              1.01      
  1302   054812-674823   05:48:11.04   -67:48:24.01   16.0         1.0              18.0         1.0              1.2       
  1303   054817-715303   05:48:16.59   -71:53:01.12   6.9          0.7              9.0          1.0              0.75      
  1304   054817-644156   05:48:16.49   -64:41:55.33   9.0          1.0              10.0         1.0              0.98      
  1305   054818-662331   05:48:18.71   -66:23:24.90   3.8          0.7              6.0          1.0              0.75      
  1306   054830-651414   05:48:31.12   -65:14:04.51   6.5          0.8              11.0         2.0              0.88      
  1307   054830-655505   05:48:30.97   -65:55:05.14   12.0         1.0              15.0         1.0              1.02      
  1308   054831-654815   05:48:30.15   -65:48:16.36   25.0         1.0              30.0         1.0              1.02      
  1309   054833-712633   05:48:34.37   -71:26:33.33   4.0          0.7              5.0          1.0              0.75      
  1310   054833-734521   05:48:32.46   -73:45:23.77   13.0         1.0              15.0         1.0              1.2       
  1311   054837-731750   05:48:35.82   -73:17:50.06   41.4         0.7              49.1         0.9              0.76      
  1312   054843-735716   05:48:43.25   -73:57:16.51   8.0          1.0              8.0          2.0              1.41      
  1313   054844-725521   05:48:44.75   -72:55:19.34   3.7          0.6              5.0          1.0              0.63      
  1314   054845-655348   05:48:44.50   -65:53:49.34   96.0         1.0              116.0        1.0              1.02      
  1315   054845-665726   05:48:44.98   -66:57:26.87   46.2         0.6              56.0         0.8              0.67      
  1316   054846-661523   05:48:46.18   -66:15:24.32   59.0         1.0              71.0         1.0              1.01      
  1317   054849-723420   05:48:47.71   -72:34:24.22   6.2          0.7              6.3          0.8              0.73      
  1318   054849-723614   05:48:47.15   -72:36:12.55   7.2          0.7              7.4          0.8              0.73      
  1319   054850-655035   05:48:50.63   -65:50:39.92   6.0          1.0              9.0          2.0              1.02      
  1320   054855-703925   05:48:55.57   -70:39:26.28   56.0         1.0              65.0         2.0              1.46      
  1321   054901-712012   05:49:01.40   -71:20:12.16   71.2         0.9              84.0         1.0              0.9       
  1322   054903-723318   05:49:01.09   -72:33:14.15   5.7          0.7              6.5          0.8              0.73      
  1323   054905-740620   05:49:01.46   -74:06:15.08   9.0          1.0              11.0         2.0              1.41      
  1324   054908-735703   05:49:07.46   -73:57:01.08   22.0         1.0              30.0         2.0              1.2       
  1325   054912-730354   05:49:11.72   -73:03:57.32   10.1         0.6              11.3         0.6              0.63      
  1326   054918-675639   05:49:17.71   -67:56:41.65   12.3         0.8              15.0         1.0              0.88      
  1327   054919-643738   05:49:18.98   -64:37:39.34   23.0         1.0              29.0         1.0              1.17      
  1328   054919-644158   05:49:19.68   -64:41:56.29   9.3          0.7              13.0         1.0              0.74      
  1329   054920-713026   05:49:20.19   -71:30:24.04   3.9          0.7              4.0          0.8              0.75      
  1330   054924-723326   05:49:22.58   -72:33:17.77   4.7          0.7              6.0          1.0              0.73      
  1331   054928-730244   05:49:27.00   -73:02:45.04   27.7         0.6              31.0         0.7              0.63      
  1332   054929-703550   05:49:29.89   -70:36:02.40   10.0         1.0              16.0         3.0              1.46      
  1333   054930-722344   05:49:28.18   -72:23:40.90   4.2          0.8              5.0          1.0              0.75      
  1334   054932-714943   05:49:31.46   -71:49:43.77   16.9         0.7              19.6         0.9              0.75      
  1335   054937-692647   05:49:36.69   -69:26:48.22   15.0         2.0              18.0         3.0              2.24      
  1336   054937-660746   05:49:37.26   -66:07:42.40   17.0         1.0              23.0         1.0              1.01      
  1337   054940-731354   05:49:40.11   -73:13:53.58   10.6         0.7              14.0         1.0              0.76      
  1338   054942-690021   05:49:42.54   -69:00:22.49   39.0         2.0              48.0         2.0              1.74      
  1339   054943-643005   05:49:42.60   -64:30:06.34   112.0        1.0              139.0        1.0              1.17      
  1340   054943-672909   05:49:43.04   -67:29:11.41   4.3          0.7              8.0          1.0              0.71      
  1341   054945-650059   05:49:44.56   -65:00:59.32   50.5         0.7              61.6         0.9              0.75      
  1342   054945-723206   05:49:45.11   -72:32:04.63   5.3          0.7              5.6          0.8              0.73      
  1343   054949-643226   05:49:48.98   -64:32:28.61   9.0          1.0              14.0         2.0              1.17      
  1344   054949-651514   05:49:50.55   -65:15:10.83   7.4          0.7              10.0         1.0              0.75      
  1345   054950-675728   05:49:48.00   -67:57:20.26   6.2          0.8              12.0         2.0              0.88      
  1346   054951-653906   05:49:50.76   -65:39:00.48   9.5          0.6              12.9         0.9              0.68      
