`Flux`/`Peak`,lin_slope
1.0714285714285714,-1.08733
1.0662982265560907,-1.03151
1.0689655061673893,-2.13049
1.899999860301615,-1.40924
1.086238558573732,-1.07569
1.054945061692954,-1.01934
1.2638889625467327,-1.01398
1.4390244373363583,-1.74697
1.1466667312383667,-1.27211
1.1363636171214344,-1.12545
3,-1.11486
1.34166670417827,-2.00576
1.8189653552842837,-2.05769
1,-1.00272
2.186274568884365,-2.22021
1.1568628525170273,-1.52742
1.4329897520905552,-1.42782
2.318840716640582,-1.35697
1.6400000447034846,-1.76466
1.3974357466547163,-1.12746
1.103225873126945,-1.15369
1.223880640583147,-1.3302
1.9767442246627367,-1.07375
1.2990654482181578,-1.59937
1.1650485313992687,-1.27938
1,-1.70479
1.170212737850534,-1.08538
2.23931631687543,-3.166
1,-1.90113
1.0025445724366613,-1.19251
1.5204081283552557,-1.18073
1.105263178533465,-1.23887
1,-1.08892
1.7457625352850206,-1.20913
1.4025974465795787,-2.09173
1.224719038808108,-1.32125
2.161290356499783,-2.12298
1.0562499017745768,-1.00747
1.0280374238502321,-1.3583
1,-1.11396
1.2461538527667875,-1.92534
1.1333333103377148,-1.50284
1.0035087659675255,-1.34805
1.4756097408617663,-1.9422
1.4114286158279494,-1.1694
1.289999979510903,-1.39593
1.146520247738643,-1.52421
1.2659573951620566,-1.22645
1.062499890860641,-1.16436
1,-1.16687
1.2716049297547092,-1.11594
1.2242991296833667,-1.51321
1.2993630346548108,-1.22849
1.273809511930409,-1.07141
1.0932202560442439,-1.21689
1.009803996761919,-1.18553
1.1176470628517412,-1.11467
1,-1.01114
1,-1.04277
1.197530753477886,-1.48322
1.8545453621828847,-1.38854
1.1797235371132897,-1.18771
1,-1.29385
1.4029850974483151,-1.33724
1,-1.03354
1.0621118091466748,-1.09389
1,-1.28927
1.3650794096627081,-1.36099
1,-1.1505
1,-1.09552
1.34166670417827,-1.21801
1.4303030918780768,-1.38484
1.1007194567561793,-1.61691
1.263959414380585,-1.16478
1.8203782312492864,-1.1787
1.5873015497577194,-1.03345
1.3057852219272434,-1.02961
1.1515151207276282,-1.08427
1.5652173208829812,-1.1741
1.0903225488580843,-1.06908
1.1153845602767718,-1.34009
1.1419356055922136,-1.16702
1.0588234971860706,-1.03925
1.1902173676471706,-1.4708
1.3369565492474762,-1.13307
1.090277755321118,-1.44396
1.2385320384231213,-1.14269
1.10126576160195,-1.16975
1.5111109884678122,-1.2272
2.045454468485737,-1.28919
1.154929575617293,-1.0895
1.1413332366413578,-1.22725
1.3131488764607988,-1.12691
1.5050504964984153,-1.74656
1,-1.40619
1.5322580863212891,-2.86062
2.054347732558581,-1.26344
1.1584700944157589,-1.04313
1.1250000194025536,-1.59789
1.0482456985965458,-1.06833
1,-1.09689
1.0745340321453205,-1.32509
1.1815181579016607,-1.42156
1,-1.29904
1.063291075968474,-1.01659
1,-1.41572
1.225806367622661,-1.12636
1.0138888649351196,-1.17664
1.4338235399858206,-1.44876
1.1874999636202137,-1.10916
1.3666666614926524,-1.27999
1.1839080521292282,-1.35966
1.0833332848269515,-1.42464
1.2121212762618856,-1.11821
1.272727262464765,-1.33332
1,-1.28805
1.520242804458765,-1.13155
1.1188811780878944,-1.34975
1.1045454468485738,-1.01372
1.1407035613307748,-1.15933
1.2487310139020458,-1.41354
1.1144578630949062,-1.1073
1,-1.05926
1.3611110919480958,-2.1689
1.0814814789264127,-1.17335
1.2073170607050816,-1.00936
1,-1.0933
1,-1.48492
1,-1.19126
2.3064517073922532,-1.34511
2.157303525987354,-1.01376
1.1904761904761905,-1.13317
1.2187499818101069,-1.03776
1.2335765852724727,-1.49048
1.5121950443871743,-1.19104
1.282608715458183,-1.7552
1.4319527201123141,-1.18776
1.0210525964931096,-1.3349
2.457446830644833,-1.72084
1.2999999417923418,-1.2114
1,-1.6968
1.0238095950842132,-1.34373
1.035058401854212,-1.30369
1.2592592950302215,-1.82519
1.194968585140519,-1.31964
1.1421569030272185,-1.46678
1.3521127314812083,-1.81824
1.3513513207381185,-1.13678
1.008849459787594,-1.03111
1.1444445157308667,-1.08455
1.1678322744043639,-1.37343
1,-1.24472
1.0441988177040604,-1.04679
1.085106368925267,-1.46185
1.1926606649045586,-1.08673
1.0699999757856125,-1.02142
1,-1.15379
1.1100000949949047,-1.48792
1.1034482537140902,-1.0377
1.1558441338530678,-1.41155
1.010526396280513,-1.05537
1.1428571217387171,-1.11393
1.1333333195359612,-1.10289
1.419354896856771,-2.033
1,-1.2676
1.018394711333604,-1.05402
1.1361703031577939,-1.01365
1.057613224872706,-1.10527
1.1824817815969708,-1.29113
1,-1.04824
1.4374999636202137,-1.06218
1.1089107924881554,-1.40432
1,-1.20188
1.2135922277425437,-1.33096
1,-1.52785
1.3492064207743475,-2.75059
1,-1.06263
1.1846153537549922,-2.01506
1,-1.1651
1,-1.05189
1,-1.18764
1.1461987934634883,-1.077
1.0936329350249405,-1.06597
1,-1.26333
1.0983606432232922,-1.19879
1.2159090428035857,-1.61458
1.336633626847465,-1.6731
1,-1.24662
1,-1.20622
1.4337348829793166,-1.51263
1.5810810377123345,-1.80617
1.5901638593397533,-1.94059
1.4358974236512478,-1.53646
1.4537036110824624,-1.69714
1.0102389544978654,-1.06832
1,-1.14639
1.0661478173387324,-1.57731
1.1000000413921163,-1.15345
1.1651786293392565,-1.01355
1.584615382411071,-1.61583
1.3548387242141928,-1.13097
1.3879309915710496,-1.52697
1.5606060990904647,-1.14795
1.6615384703557166,-1.60171
1.9629630268396812,-2.02067
1.0829596279587554,-1.11421
1.3934427255690038,-1.47022
1.2337662007796018,-1.37712
1,-1.00734
1,-1.062
1.2228570826442877,-1.50799
1.8360655437359013,-1.79345
2.079710280390861,-2.04084
1,-1.37994
1.084459441814332,-1.12425
1,-1.50186
1.0782122643428624,-1.36709
2.21052635706693,-2.64121
1.8933333879709255,-3.74648
1.0485611702396735,-1.06232
1.162499949068299,-1.13279
1.0327869065204032,-1.17478
1.4961240013460138,-1.06718
2.0405405975151685,-1.93037
1.0581854324547575,-1.36948
1,-1.06018
1.1191011284866832,-1.00566
1.4367816104258457,-2.44591
1.1435406941623987,-1.22129
1.0083799263453892,-1.09811
3.554455304033927,-1.93773
1.1452146492682078,-1.08716
1.8461539288156128,-2.5411
2.0238097059559523,-2.0136
1.606666705161334,-1.21384
1.086538493397684,-1.35589
1.204545390404781,-1.33891
1.0289855258297933,-1.02147
1.083333301784467,-1.03098
1.125,-1.10361
1,-1.09763
2.0606060990904647,-2.33691
1,-1.53008
1,-1.68731
1.5670104399347307,-1.29612
1.0684931602970051,-1.18958
1.2207792097836767,-1.5588
1.1443849814621985,-1.11205
1.1287127379932471,-1.04705
1.1394231083517694,-1.2609
1.0769231701825106,-1.04944
1,-1.1109
1.442424170586688,-1.03697
1,-1.31865
1.227586212212067,-1.22835
1,-1.02162
1.3451327229406913,-2.00125
1.2222222222222223,-1.33455
1.1847824931606,-1.43679
1.242857177068993,-1.08737
1.2794117657129354,-1.24826
1.1099476460213755,-1.17308
1.321100994251005,-1.20687
1.0895522979342709,-1.44537
1,-1.22149
1.2282608816688896,-1.33938
1.0697674292682187,-1.25495
1,-1.24811
1.437086078010784,-1.29702
1.1710527605710022,-1.08097
1.3157895295807676,-1.3899
1.744185948292106,-1.96181
2.623188569135551,-1.95479
1.2499999746923218,-1.50257
1.1206896625550737,-1.07387
1.3222222061252882,-1.00907
2,-2.31623
1.0927151950269596,-1.04645
1.181818191439283,-1.13881
1.2708332484471652,-1.33533
1.4285713652161516,-1.43589
1,-1.00152
1,-1.11974
1,-1.14074
1.6535089295867804,-1.71209
1.0550459530826992,-1.2235
1.1503267846544825,-1.05219
1.31168838865712,-1.07697
1.590909148635697,-1.47428
1.1594202872468737,-1.16703
1.1504424647475873,-1.04547
1.4645669522307045,-1.49123
1.1770833151434401,-1.32848
1.1847824931606,-1.28072
1.1788078849344208,-1.02503
1,-1.07151
1,-1.38369
1.119047642805849,-1.02043
1.5000000913061398,-1.09485
1.4553570507940023,-2.14327
1,-1.16463
1,-1.34088
1.3777777731786538,-1.46782
1.0520833104275404,-1.26036
1.0584414594816622,-1.08924
1.1013512420791172,-1.12624
1.1133005807507634,-1.27476
1.1184210945539934,-1.38849
1.1093332922723576,-1.09809
2.2869565196264894,-2.22298
1.2105263157894737,-1.00825
1.455445484298317,-1.15336
1.2469136143144965,-1.08148
1.1504063935670599,-1.06583
1.3244681330638046,-1.41887
1.0669935020467791,-1.47524
1.0450451397822997,-1.00053
1.181818236795902,-1.87735
1.3015873062802852,-1.38631
2.737705205864279,-1.60495
1.3018867012767201,-1.31248
1.1684211640807105,-1.2994
1,-1.0564
1.1363636171214344,-1.13771
1.2073170607050816,-1.10434
1.3965516659994865,-1.9928
1.9871793899753756,-1.15968
